町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳以上
保土ケ谷区合計,ホドガヤク_ゴウケイ,男,101505,715,739,790,772,788,801,776,786,816,776,823,815,787,800,878,876,964,924,986,1054,1122,1177,1242,1249,1306,1213,1273,1181,1068,1144,1199,1159,1181,1143,1297,1264,1306,1292,1355,1353,1471,1506,1503,1539,1677,1714,1743,1759,1684,1754,1759,1670,1398,1696,1561,1523,1409,1309,1351,1260,1187,1145,1180,1101,1085,1152,1282,1304,1382,1534,1441,1394,842,894,1072,1008,1082,976,923,796,795,767,738,646,545,540,450,362,348,248,212,168,151,101,56,42,37,14,13,7,9
保土ケ谷区合計,ホドガヤク_ゴウケイ,女,103175,663,665,746,728,725,722,741,748,775,768,772,801,810,721,830,817,868,829,952,946,1064,1088,1150,1177,1136,1053,1038,1046,937,970,1062,1015,1092,1199,1161,1149,1224,1299,1256,1289,1328,1347,1431,1503,1570,1620,1698,1662,1642,1679,1615,1633,1246,1519,1510,1416,1325,1213,1187,1182,1120,1105,1104,1090,1124,1202,1235,1311,1483,1639,1612,1571,936,1106,1325,1296,1391,1287,1239,1019,1088,1045,1048,1031,887,834,742,716,558,501,476,356,316,284,197,150,124,73,70,45,81
新井町,アライチョウ,男,3332,12,14,19,21,9,24,20,29,29,28,28,33,33,36,38,31,46,29,44,20,43,26,31,17,34,16,26,23,22,17,17,21,29,16,27,25,26,40,25,44,38,61,47,42,57,62,58,74,68,66,78,48,42,73,42,51,39,48,40,34,37,32,28,34,33,39,45,37,43,68,52,49,22,51,40,44,59,45,66,35,52,45,50,39,34,28,19,14,19,14,8,4,4,0,2,2,2,0,0,0,1
新井町,アライチョウ,女,3422,9,15,15,15,12,19,21,27,28,37,37,40,34,25,37,30,29,38,30,22,22,23,20,19,25,25,14,13,16,14,13,14,20,16,23,31,27,28,31,34,53,38,50,49,49,59,60,58,53,53,54,53,35,54,42,34,39,37,44,34,27,27,34,31,41,36,56,48,64,52,64,68,30,64,79,58,78,75,75,66,65,62,58,51,35,36,23,33,22,13,19,11,5,7,3,4,2,1,0,2,1
仏向町,ブッコウチョウ,男,6122,78,72,72,59,77,58,47,54,61,46,59,56,59,47,57,50,44,58,56,45,52,57,60,61,73,70,57,75,54,75,79,63,102,90,116,97,87,79,113,86,100,117,107,91,126,112,135,95,99,103,95,86,86,92,95,87,65,44,71,61,67,60,43,67,56,58,49,65,70,62,66,67,38,40,53,46,68,46,50,38,49,45,41,55,43,44,32,22,31,19,21,7,11,8,7,4,0,2,3,1,0
仏向町,ブッコウチョウ,女,6275,57,60,67,53,65,58,62,60,50,60,51,50,52,47,54,58,67,46,56,50,56,70,61,62,62,71,60,72,56,65,76,76,82,102,92,91,99,101,90,79,91,84,87,94,108,82,106,87,96,87,84,80,63,85,77,63,49,50,49,63,45,44,44,39,47,62,49,56,71,86,84,79,47,44,59,81,79,86,79,62,75,71,72,73,66,63,66,55,49,51,25,28,34,23,17,9,11,3,4,4,2
仏向西,ブッコウニシ,男,2012,12,7,25,10,21,15,9,20,12,19,13,8,20,21,9,22,29,16,13,22,33,24,32,29,26,25,30,31,16,21,19,20,16,8,16,20,22,17,26,18,23,34,22,27,26,15,22,31,24,29,30,26,24,33,46,38,49,51,53,47,58,49,32,24,20,22,33,24,34,29,35,16,6,12,11,15,16,22,21,11,12,15,10,5,5,13,8,10,4,6,0,3,2,4,0,3,0,0,0,0,0
仏向西,ブッコウニシ,女,1973,9,10,8,11,12,13,17,18,12,9,16,15,14,13,16,10,18,16,17,21,25,24,36,22,35,24,25,16,12,19,20,10,15,18,15,18,11,22,28,29,14,16,17,20,33,26,38,24,42,38,33,32,37,40,49,52,52,44,50,42,41,28,23,18,18,14,18,26,36,20,31,16,13,21,29,18,18,12,20,11,13,17,14,16,18,8,11,7,4,7,5,11,3,3,1,2,3,0,0,0,1
藤塚町,フジツカチョウ,男,831,3,9,3,5,8,5,4,10,5,7,9,7,7,9,11,7,4,7,7,9,7,8,7,6,8,12,9,6,4,16,13,9,10,7,10,10,11,10,4,9,11,15,12,12,14,13,19,16,17,11,13,9,10,8,14,12,12,14,14,14,10,8,13,14,10,11,13,23,6,25,15,20,11,14,6,7,4,11,5,5,2,5,5,4,1,0,2,1,2,2,1,0,1,1,0,1,0,0,0,0,0
藤塚町,フジツカチョウ,女,838,6,3,8,3,5,8,5,5,7,9,10,8,8,4,10,9,8,6,9,5,11,5,11,8,8,5,11,7,1,7,11,10,6,15,3,8,16,5,6,11,14,16,13,16,13,11,16,10,9,13,11,10,13,7,18,16,14,10,13,21,8,10,9,13,15,17,10,11,16,16,14,14,9,5,11,8,11,12,8,7,3,7,5,4,4,3,4,1,4,3,1,1,2,0,3,1,2,0,1,0,0
神戸町,ゴウドチョウ,男,811,3,5,7,6,5,5,8,5,3,7,5,4,4,7,5,3,11,6,3,4,5,6,8,11,8,11,15,12,14,8,12,13,11,13,9,15,11,15,10,12,8,19,15,10,7,19,17,18,14,12,9,8,4,10,9,15,9,6,16,5,13,14,19,13,11,17,15,10,14,9,11,6,11,9,14,7,10,5,5,4,5,4,4,4,5,1,4,1,3,3,2,1,1,1,0,0,0,0,0,0,0
神戸町,ゴウドチョウ,女,843,1,8,11,4,1,6,4,6,6,6,5,6,14,11,9,9,4,6,6,3,5,5,6,12,11,7,8,11,8,6,11,8,10,13,9,8,17,15,6,16,13,10,12,13,15,12,12,14,9,6,11,13,11,11,7,6,8,14,11,15,9,9,12,10,9,15,13,11,14,14,12,11,8,8,11,8,12,10,12,6,3,10,11,4,4,5,4,8,8,8,7,5,1,2,1,2,2,2,1,0,0
権太坂一丁目,ゴンタザカ1,男,1549,7,8,2,13,13,9,12,16,10,16,15,14,12,12,17,17,14,10,15,14,16,18,8,14,16,14,15,8,17,13,5,6,11,12,14,21,18,20,26,24,29,26,30,20,33,25,29,32,20,19,27,26,14,25,30,25,22,28,12,13,18,19,15,18,16,19,27,26,28,26,31,20,16,19,17,24,23,17,12,12,12,17,12,12,12,6,15,6,5,5,4,1,6,2,1,2,0,0,0,0,1
権太坂一丁目,ゴンタザカ1,女,1688,11,10,8,12,14,17,7,10,14,19,20,17,18,18,19,18,20,14,19,20,11,9,22,19,13,11,9,17,7,8,13,14,10,22,17,12,22,24,25,20,24,25,25,27,30,30,26,22,25,23,26,28,22,18,22,31,30,12,13,20,21,13,16,25,16,20,15,31,26,31,34,22,18,14,16,18,22,18,25,17,20,21,15,19,16,13,16,9,12,10,8,6,4,3,3,2,0,0,4,0,0
権太坂二丁目,ゴンタザカ2,男,966,3,9,13,8,8,9,7,13,12,13,16,11,13,12,14,11,17,15,13,11,12,19,11,10,14,7,7,9,6,5,4,8,14,6,5,8,13,9,18,15,16,21,30,15,19,20,17,20,19,24,18,12,17,20,17,22,16,9,14,9,3,6,9,8,6,5,13,7,11,11,13,7,5,7,5,3,7,6,6,5,2,6,7,5,5,4,2,1,5,0,1,0,1,0,1,0,0,0,0,0,0
権太坂二丁目,ゴンタザカ2,女,942,6,6,11,9,12,9,7,12,13,12,13,17,21,11,9,12,15,11,14,18,14,16,6,15,4,7,5,3,4,5,9,10,10,7,5,8,15,18,17,13,18,24,13,19,17,15,22,14,13,23,22,21,7,17,12,17,10,4,6,10,7,11,8,5,4,10,5,7,9,8,8,15,4,6,14,7,8,4,9,5,4,9,4,5,6,4,1,6,3,3,2,1,2,1,1,0,1,1,1,0,0
権太坂三丁目,ゴンタザカ3,男,1634,5,12,15,15,18,9,10,7,11,22,23,17,15,15,16,19,25,22,22,25,23,21,16,14,14,12,13,6,12,10,12,18,17,17,15,17,15,20,24,13,20,20,17,24,27,35,21,38,26,34,34,17,21,41,23,20,23,20,16,17,19,17,13,17,20,18,27,28,30,39,18,34,19,28,22,20,21,18,18,12,11,9,8,6,7,5,8,2,3,3,3,2,0,2,1,0,0,0,0,0,0
権太坂三丁目,ゴンタザカ3,女,1688,7,8,6,10,12,7,17,16,9,13,10,17,19,16,16,20,26,23,26,14,18,23,11,12,13,5,6,9,7,17,10,15,18,16,14,23,13,20,23,16,24,16,18,25,31,30,28,26,32,30,28,37,30,21,22,19,15,10,15,29,18,21,22,23,30,23,27,29,43,35,30,43,14,20,26,22,27,16,21,8,17,15,16,17,6,9,7,5,5,1,5,4,7,4,1,0,1,0,2,1,0
花見台,ハナミダイ,男,179,2,2,0,0,1,1,1,1,1,1,4,1,1,1,1,1,3,3,2,1,2,0,0,2,2,3,2,3,2,1,1,0,5,0,2,3,2,1,1,0,0,2,1,2,1,3,3,2,1,3,2,3,3,1,2,2,3,0,0,2,1,2,1,5,1,4,3,0,3,3,3,5,3,5,2,4,1,4,3,5,7,4,2,2,4,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
花見台,ハナミダイ,女,258,2,2,2,1,0,0,0,2,0,0,1,1,3,2,4,0,3,2,1,2,4,3,2,0,3,1,2,2,3,0,3,3,1,1,0,0,1,3,3,2,5,2,1,4,1,2,1,3,3,5,5,7,4,2,3,3,1,5,1,0,3,3,2,3,5,1,8,3,3,5,2,6,7,6,8,5,3,3,3,5,7,2,6,3,1,3,7,4,3,2,2,3,5,1,0,1,0,0,1,0,0
