町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳,101歳,102歳,103歳,104歳,105歳,106歳,107歳,108歳,109歳,110歳,111歳,112歳,113歳,114歳,115歳,116歳,117歳,118歳,119歳,120歳以上
鶴見区合計,ツルミク_ゴウケイ,男,151902,1017,1134,1213,1195,1262,1290,1324,1336,1299,1345,1291,1295,1335,1279,1254,1275,1179,1192,1261,1327,1418,1553,1637,1959,1926,2178,2123,2248,2131,1966,2052,2044,2028,2049,2105,2096,2226,2265,2327,2187,2225,2237,2418,2344,2567,2559,2791,2777,2923,2886,2800,2627,2641,2580,2530,1923,2316,2077,2026,1947,1760,1741,1686,1467,1432,1487,1533,1582,1519,1572,1636,1762,1889,1779,1685,994,1073,1297,1151,1108,1019,831,678,666,630,554,491,415,354,302,248,181,136,121,90,76,46,35,19,16,11,7,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
鶴見区合計,ツルミク_ゴウケイ,女,142607,965,1031,1098,1185,1114,1233,1384,1194,1276,1260,1250,1262,1164,1211,1182,1178,1171,1133,1186,1297,1310,1452,1566,1724,1836,1793,1809,1865,1720,1734,1732,1692,1741,1783,1777,1909,1950,1944,2020,2007,2031,1923,2019,2068,2082,2283,2312,2515,2461,2474,2336,2314,2212,2121,2078,1590,1829,1818,1692,1614,1498,1538,1468,1453,1310,1382,1386,1407,1471,1486,1598,1688,1797,1940,1805,1087,1157,1458,1352,1387,1305,1152,967,976,987,976,868,766,715,660,534,444,390,303,266,202,146,128,74,64,43,27,10,13,6,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
安善町,アンゼンチョウ,男,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      
安善町,アンゼンチョウ,女,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      
 # 安善町１丁目,アンゼンチョウ1,男,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      
 # 安善町１丁目,アンゼンチョウ1,女,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      
 # 安善町２丁目,アンゼンチョウ2,男,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 安善町２丁目,アンゼンチョウ2,女,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朝日町,アサヒチョウ,男,1404,6,15,8,3,8,15,12,13,11,6,8,16,8,8,14,9,8,12,15,14,22,14,19,17,20,5,24,16,21,11,11,6,17,8,9,16,18,23,19,23,17,18,25,21,20,17,18,25,27,24,24,24,26,15,19,18,20,15,14,15,13,18,13,18,18,15,21,27,23,21,31,19,39,23,29,10,19,21,20,13,10,10,12,6,8,6,3,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朝日町,アサヒチョウ,女,1431,6,1,6,11,12,8,11,14,11,6,13,15,7,9,14,10,7,10,6,13,14,16,10,15,19,6,22,16,13,10,10,10,10,14,16,19,24,14,21,19,16,24,9,24,20,11,12,15,23,18,18,23,26,22,13,17,19,20,17,19,16,27,17,18,12,29,24,24,33,27,21,28,37,34,28,16,17,10,17,22,16,11,8,10,13,15,5,5,7,6,4,3,5,2,3,1,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 朝日町１丁目,アサヒチョウ1,男,475,3,2,1,0,3,6,6,2,2,1,4,4,2,5,8,2,3,4,8,4,12,5,6,9,10,4,11,8,9,4,6,2,7,3,2,8,6,11,5,9,5,6,8,7,10,3,9,4,10,10,5,11,9,5,8,6,8,7,5,7,4,7,4,5,4,3,8,4,7,5,11,2,7,6,9,2,6,8,4,3,4,2,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 朝日町１丁目,アサヒチョウ1,女,434,0,1,0,3,7,2,3,4,2,2,7,5,5,5,3,2,2,2,2,7,7,7,5,6,7,0,11,6,8,2,4,9,3,6,2,5,8,6,7,5,5,6,5,5,5,3,3,9,6,5,5,6,10,8,4,6,7,5,5,4,7,5,7,6,2,8,3,1,6,8,3,7,7,7,8,7,3,2,5,10,2,2,1,5,1,2,2,0,2,3,1,3,2,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
