町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳,101歳,102歳,103歳,104歳,105歳,106歳,107歳,108歳,109歳,110歳,111歳,112歳,113歳,114歳,115歳,116歳,117歳,118歳,119歳,120歳以上
神奈川区合計,カナガワク_ゴウケイ,男,121733,928,894,933,936,966,985,971,917,940,928,956,918,960,931,943,861,960,886,978,1120,1170,1327,1473,1674,1853,1912,1946,1891,1824,1774,1745,1730,1788,1718,1770,1773,1878,1761,1823,1751,1794,1821,1886,1960,1955,2057,2141,2228,2183,2083,2166,2176,2052,2167,1581,1960,1752,1630,1503,1458,1322,1311,1251,1212,1167,1168,1195,1211,1311,1309,1449,1527,1498,1379,835,884,1001,941,959,875,768,637,658,565,553,453,398,356,304,259,242,192,136,109,80,63,40,25,16,12,9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
神奈川区合計,カナガワク_ゴウケイ,女,119509,851,896,924,914,966,937,927,908,873,941,915,881,921,907,829,822,886,873,902,998,1139,1274,1353,1532,1636,1635,1655,1546,1597,1592,1609,1552,1514,1632,1676,1634,1698,1580,1613,1611,1680,1684,1754,1797,1761,1878,2101,2133,2060,2069,1862,1907,1828,1787,1422,1674,1514,1355,1317,1266,1266,1252,1166,1122,1145,1118,1093,1148,1278,1298,1499,1604,1597,1505,913,993,1234,1244,1200,1135,1088,894,849,888,898,884,764,713,620,586,499,443,366,292,249,194,129,99,76,58,45,27,15,11,3,5,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0
青木町,アオキチョウ,男,857,11,9,7,8,3,6,5,5,4,4,3,3,2,2,2,4,3,2,2,3,5,9,12,19,24,35,33,32,26,25,19,19,25,22,19,22,14,23,21,10,19,14,13,19,11,14,16,14,12,10,11,18,10,19,10,6,10,13,8,5,9,8,6,3,1,5,2,2,4,1,8,5,13,1,0,4,1,1,3,2,3,0,5,3,1,1,1,5,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青木町,アオキチョウ,女,798,10,16,7,8,6,7,5,4,2,6,0,3,3,0,3,2,2,2,3,4,5,7,12,23,25,28,19,21,21,20,18,21,20,22,18,11,13,12,19,10,9,14,18,13,13,11,9,12,11,13,13,14,12,6,11,14,7,4,5,3,5,4,8,4,2,4,2,5,3,5,9,8,8,4,1,5,3,7,4,2,4,1,6,9,4,7,2,3,1,5,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
旭ケ丘,アサヒガオカ,男,764,4,6,4,5,6,5,6,4,4,6,5,4,5,7,7,6,7,15,1,5,6,11,10,10,10,12,16,17,14,13,7,10,10,10,14,6,12,10,14,10,9,12,8,9,12,10,13,12,9,8,18,7,16,21,10,14,8,13,7,6,7,7,7,15,8,14,6,12,10,7,8,12,10,3,4,4,5,10,8,5,6,6,3,4,5,5,1,7,2,0,0,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
旭ケ丘,アサヒガオカ,女,747,9,4,5,7,4,7,3,4,5,3,4,5,4,5,4,2,3,3,6,8,11,3,11,8,5,10,5,16,10,15,11,9,9,9,13,12,5,7,8,12,12,10,8,13,7,5,13,12,12,17,13,15,8,8,13,13,6,7,9,9,4,13,14,12,8,7,6,7,10,9,8,6,6,10,7,3,7,9,10,12,11,5,6,2,7,8,3,5,4,5,6,4,2,3,4,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千若町,チワカチョウ,男,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
千若町,チワカチョウ,女,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
 # 千若町１丁目,チワカチョウ1,男,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
 # 千若町１丁目,チワカチョウ1,女,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
 # 千若町２丁目,チワカチョウ2,男,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
 # 千若町２丁目,チワカチョウ2,女,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
 # 千若町３丁目,チワカチョウ3,男,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 千若町３丁目,チワカチョウ3,女,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
台町,ダイマチ,男,1195,11,7,6,9,11,10,12,8,6,10,4,7,4,6,6,6,8,5,3,3,6,8,4,13,15,22,27,30,19,30,27,14,26,23,24,14,23,24,23,23,24,13,24,24,27,26,23,30,26,21,29,27,25,24,19,26,22,19,16,22,14,13,13,8,13,8,5,4,5,7,7,13,9,10,5,3,6,8,7,1,5,2,3,2,2,1,1,2,1,4,4,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
台町,ダイマチ,女,1122,5,10,12,5,10,8,6,5,9,4,7,10,5,8,7,8,9,9,8,13,8,11,9,15,20,18,21,9,12,22,18,15,17,20,16,19,14,17,12,15,24,20,18,19,15,20,18,15,35,27,32,23,25,28,18,23,21,17,19,13,15,11,5,10,13,7,8,6,10,6,13,9,16,9,7,4,7,7,10,5,3,5,3,5,3,2,4,1,3,8,4,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恵比須町,エビスチョウ,男,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恵比須町,エビスチョウ,女,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
二ツ谷町,フタツヤチョウ,男,502,3,1,3,2,3,3,3,2,5,2,3,2,2,3,3,1,0,1,2,0,0,7,5,4,16,10,12,10,15,12,12,14,6,6,13,14,7,13,6,7,8,7,5,12,6,12,12,10,6,6,7,8,4,9,2,13,4,5,4,2,4,2,6,3,7,7,2,3,5,5,7,4,8,9,5,2,6,8,4,2,6,1,4,3,2,2,2,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
二ツ谷町,フタツヤチョウ,女,475,3,2,3,2,3,3,3,3,1,2,2,2,0,4,1,0,0,3,7,2,4,5,11,7,6,10,10,9,10,12,10,11,10,6,9,6,5,7,8,10,13,3,7,3,7,4,6,5,6,6,5,7,5,6,4,7,4,3,5,5,3,6,6,4,1,1,2,4,8,4,11,8,15,5,3,4,8,3,8,4,5,4,2,4,5,5,3,2,2,4,2,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
