町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳以上
戸塚区合計,トツカク_ゴウケイ,男,126971,1212,1276,1290,1231,1255,1106,1183,1157,1127,1197,1210,1247,1270,1405,1447,1538,1445,1453,1672,1773,1861,1998,2057,2264,2466,2525,2512,2556,2545,2516,2522,2396,1854,2270,2027,1981,1821,1746,1742,1616,1513,1513,1618,1519,1596,1744,1926,1981,2222,2369,2380,2367,1496,1520,2029,1887,1995,1876,1777,1596,1634,1604,1596,1554,1301,1332,1221,1039,1020,909,896,798,659,655,535,456,372,347,344,257,276,236,219,210,162,136,125,87,81,59,41,43,29,21,7,6,7,1,1,2,0
戸塚区合計,トツカク_ゴウケイ,女,122409,1194,1168,1156,1169,1220,1074,1149,1062,1085,1117,1182,1200,1158,1306,1318,1389,1443,1453,1563,1638,1746,1839,1851,1961,2098,2141,2160,2218,2209,2180,2051,2108,1578,1967,1822,1748,1569,1518,1520,1491,1420,1446,1488,1601,1693,1712,1871,1963,2200,2432,2397,2359,1503,1565,2034,1936,2090,1856,1822,1478,1515,1516,1616,1428,1268,1282,1176,1083,1038,888,852,808,754,753,644,598,585,534,567,439,388,350,376,347,345,276,255,196,188,158,130,103,64,58,43,32,25,19,11,2,14
秋葉町,アキバチョウ,男,2755,17,25,23,29,33,22,31,40,28,34,31,28,37,38,43,35,36,34,26,39,43,35,39,37,46,39,51,43,48,49,49,47,26,37,39,49,39,30,43,40,34,38,44,47,30,52,48,55,64,57,58,59,23,31,47,55,44,47,32,40,38,34,33,37,25,30,30,19,12,24,16,15,11,17,11,4,4,4,4,8,3,3,1,2,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0
秋葉町,アキバチョウ,女,2730,18,17,21,21,34,31,26,34,26,31,28,39,28,35,26,35,31,36,45,43,43,50,43,31,44,43,40,42,50,37,46,58,31,44,34,39,36,38,27,46,51,44,42,43,47,39,47,44,55,62,30,56,42,42,35,49,42,50,40,38,42,29,38,18,22,25,22,21,19,17,15,7,18,9,12,10,5,6,9,12,3,4,6,10,7,5,2,2,2,2,2,0,0,0,1,2,0,0,0,0,1
深谷町,フカヤチョウ,男,7241,58,56,61,54,69,51,55,63,50,70,64,66,63,79,79,84,78,75,87,111,98,113,115,128,143,156,122,121,123,108,114,116,78,91,100,94,75,77,75,75,76,72,76,79,80,98,105,114,130,144,158,148,97,103,148,129,157,155,134,132,117,94,149,128,105,80,95,62,60,58,60,49,45,48,37,31,24,24,23,13,17,18,13,11,9,8,11,7,6,2,0,5,1,1,0,0,0,0,0,0,0
深谷町,フカヤチョウ,女,7348,57,59,62,48,56,46,55,59,62,53,57,80,62,69,72,76,80,96,107,94,109,119,117,134,140,132,126,109,117,103,99,95,86,83,91,87,75,59,64,74,62,65,79,83,104,100,113,131,138,166,165,153,97,133,159,148,186,125,121,111,115,99,129,104,87,74,82,69,72,57,60,59,60,44,39,37,40,31,39,32,26,22,22,29,26,17,19,9,8,7,4,5,6,5,4,1,1,0,0,0,0
汲沢一丁目,グミザワ1,男,1920,24,16,14,15,18,17,18,16,13,18,16,20,14,13,21,17,21,23,16,31,36,20,34,36,26,38,33,47,43,36,50,48,26,34,45,21,24,26,20,15,30,21,20,10,25,20,24,16,29,26,17,26,24,21,37,36,28,24,39,36,35,38,32,26,28,32,23,16,16,14,18,11,13,11,10,8,8,8,2,6,6,6,5,3,3,4,1,3,1,1,1,1,1,0,0,0,1,0,0,0,0
汲沢一丁目,グミザワ1,女,2028,20,19,20,14,23,17,10,9,11,18,8,10,20,14,11,13,15,26,19,19,25,24,25,25,52,30,43,43,24,32,32,38,25,29,31,13,19,23,12,21,21,18,19,23,22,22,26,32,33,42,32,45,38,35,46,36,48,46,48,35,40,34,31,40,23,19,28,21,30,15,23,19,16,23,15,10,11,6,11,7,2,8,5,9,4,4,5,3,3,2,1,2,2,3,1,1,0,0,1,0,1
汲沢二丁目,グミザワ2,男,733,6,2,3,0,2,2,3,1,3,3,3,4,3,8,5,6,0,7,10,28,15,27,21,22,43,41,41,37,32,11,11,9,8,10,7,5,6,6,6,7,4,5,2,3,11,7,8,7,7,9,10,14,5,5,10,6,15,9,2,6,6,5,5,3,6,7,2,4,7,4,7,3,6,3,2,1,6,3,3,2,7,6,4,6,6,2,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0
汲沢二丁目,グミザワ2,女,459,0,1,4,2,2,1,1,2,3,0,2,4,5,4,2,6,6,8,9,10,6,6,4,6,6,4,10,4,1,10,4,4,3,3,3,5,7,3,5,4,3,4,2,6,4,5,11,9,10,12,8,13,5,7,7,8,10,4,9,6,6,7,7,4,5,7,2,7,2,6,10,6,5,3,5,6,6,13,8,4,2,2,6,1,5,1,2,2,0,3,1,0,0,1,0,0,0,0,0,0,1
