町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳以上
西区合計,ニシク_ゴウケイ,男,48976,427,414,415,369,419,401,349,364,323,348,369,321,356,302,320,319,293,292,257,359,374,400,489,531,600,656,763,721,819,872,922,896,872,877,907,883,925,969,980,957,1010,1030,1020,968,954,983,956,918,723,817,727,717,686,603,563,608,571,512,525,540,507,524,548,578,623,689,673,629,379,376,469,444,421,388,369,302,272,310,295,290,251,238,208,235,178,196,150,145,107,86,59,49,42,29,20,12,7,6,4,3,4
西区合計,ニシク_ゴウケイ,女,48514,427,402,402,403,376,367,347,330,320,336,319,307,326,302,332,287,285,298,307,364,378,383,448,508,583,615,667,678,714,782,798,762,741,835,775,770,796,896,847,932,977,957,949,899,902,900,765,846,606,676,700,650,615,509,550,570,529,487,478,460,472,481,502,557,561,600,700,654,357,417,518,467,476,468,451,371,394,409,436,387,444,384,381,374,317,288,242,277,286,201,174,144,121,114,85,62,48,37,28,19,40
赤門町,アカモンチョウ,男,234,2,0,0,3,2,2,1,2,1,3,2,1,0,1,1,2,0,0,0,0,1,4,3,4,7,3,1,3,2,3,6,4,3,1,7,3,3,6,5,2,2,4,3,0,6,5,3,0,4,2,1,2,2,1,3,3,5,3,3,5,0,4,7,4,1,7,8,3,6,5,2,1,5,5,2,0,0,5,0,2,2,1,2,1,2,1,0,1,2,0,1,0,1,0,1,0,1,0,0,0,0
赤門町,アカモンチョウ,女,202,1,0,3,1,0,2,0,1,3,0,0,2,3,2,2,1,0,3,0,2,1,0,4,2,3,1,2,4,3,2,2,2,7,5,5,4,5,2,1,0,1,5,3,2,5,3,3,1,1,1,3,3,1,2,2,5,1,2,1,1,7,0,3,3,5,3,2,6,0,1,2,2,1,0,1,2,2,1,3,5,0,2,4,3,2,4,2,1,2,0,1,0,0,1,3,0,0,0,0,1,0
 # 赤門町２丁目,アカモンチョウ2,男,234,2,0,0,3,2,2,1,2,1,3,2,1,0,1,1,2,0,0,0,0,1,4,3,4,7,3,1,3,2,3,6,4,3,1,7,3,3,6,5,2,2,4,3,0,6,5,3,0,4,2,1,2,2,1,3,3,5,3,3,5,0,4,7,4,1,7,8,3,6,5,2,1,5,5,2,0,0,5,0,2,2,1,2,1,2,1,0,1,2,0,1,0,1,0,1,0,1,0,0,0,0
 # 赤門町２丁目,アカモンチョウ2,女,202,1,0,3,1,0,2,0,1,3,0,0,2,3,2,2,1,0,3,0,2,1,0,4,2,3,1,2,4,3,2,2,2,7,5,5,4,5,2,1,0,1,5,3,2,5,3,3,1,1,1,3,3,1,2,2,5,1,2,1,1,7,0,3,3,5,3,2,6,0,1,2,2,1,0,1,2,2,1,3,5,0,2,4,3,2,4,2,1,2,0,1,0,0,1,3,0,0,0,0,1,0
東ケ丘,アズマガオカ,男,706,5,7,9,5,10,5,9,7,6,4,4,1,4,8,7,5,3,7,8,7,2,5,7,7,9,9,10,11,13,12,7,11,9,12,7,10,16,14,19,12,17,8,17,11,8,12,16,11,11,10,8,9,10,14,6,4,12,11,9,5,13,6,8,6,9,15,7,19,4,7,8,5,8,4,5,4,5,4,5,3,2,6,1,5,4,2,3,0,0,3,2,0,1,0,0,0,0,0,0,0,0
東ケ丘,アズマガオカ,女,648,7,7,5,2,4,3,8,5,4,5,4,4,6,4,8,7,6,3,5,6,6,7,2,5,14,10,11,9,9,9,6,12,7,9,11,9,10,11,10,10,12,14,10,9,11,5,13,8,11,13,5,15,9,7,12,12,5,5,8,10,9,6,5,8,6,10,9,14,3,4,9,7,8,3,4,4,8,6,6,6,3,5,4,4,6,2,2,2,3,0,3,1,1,0,0,1,0,0,0,1,1
中央一丁目,チュウオウ1,男,1779,16,17,15,14,11,9,12,10,6,12,8,7,9,7,16,10,6,9,6,17,15,18,18,23,27,40,27,30,27,44,45,37,43,41,37,50,47,39,48,33,41,38,41,43,41,37,38,32,29,17,20,28,25,21,16,24,24,18,10,16,24,19,19,12,18,22,14,21,12,21,12,13,10,11,7,5,7,6,5,3,5,5,6,4,6,7,3,6,1,2,4,1,1,1,0,0,0,0,1,0,0
中央一丁目,チュウオウ1,女,1790,27,16,20,19,10,13,7,5,13,9,8,6,11,6,11,5,7,5,7,16,10,12,16,27,19,30,35,31,30,42,37,41,54,45,36,41,42,32,46,31,52,46,29,42,42,32,40,28,27,22,19,23,20,17,14,21,24,10,18,20,11,8,8,12,19,16,17,18,6,18,10,12,14,18,4,5,15,7,16,12,8,14,11,14,9,7,6,6,10,8,8,9,3,0,3,0,0,0,1,1,2
