町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳,101歳,102歳,103歳,104歳,105歳,106歳,107歳,108歳,109歳,110歳,111歳,112歳,113歳,114歳,115歳,116歳,117歳,118歳,119歳,120歳以上
泉区合計,イズミク_ゴウケイ,男,75106,525,530,566,529,559,610,626,602,648,641,648,696,696,769,704,731,754,781,707,762,747,771,798,741,681,780,720,704,731,711,682,685,735,778,715,790,822,868,836,838,887,983,1017,1037,1090,1135,1353,1372,1321,1343,1347,1308,1362,1371,1021,1230,1049,1021,966,938,927,855,876,784,821,800,843,855,961,959,1054,1151,1103,1151,711,786,959,853,904,815,793,605,634,614,565,493,406,340,275,222,179,126,107,62,60,37,19,8,8,6,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
泉区合計,イズミク_ゴウケイ,女,77873,475,512,518,527,532,564,539,555,605,584,668,625,703,650,661,641,695,687,753,782,759,782,779,759,718,713,773,743,742,653,680,691,701,706,770,752,784,794,826,846,905,868,937,1008,1090,1172,1281,1306,1329,1365,1297,1294,1220,1250,1011,1121,1025,1010,923,877,895,862,811,803,795,889,899,889,950,1025,1196,1338,1328,1244,803,878,1146,1142,1114,1016,985,797,832,761,693,685,606,543,431,375,349,267,210,194,141,110,77,67,57,50,33,20,11,9,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
上飯田町,カミイイダチョウ,男,8666,45,52,47,49,56,62,62,52,50,71,62,88,93,79,97,85,81,93,82,87,81,99,80,82,59,73,71,58,66,52,77,62,84,75,69,80,86,92,83,89,88,103,101,107,122,129,158,169,170,190,159,171,140,165,113,148,123,110,110,99,83,101,90,73,95,89,92,92,111,110,120,145,129,161,88,99,126,146,157,153,149,95,98,99,95,62,74,34,28,17,17,9,10,12,9,7,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上飯田町,カミイイダチョウ,女,9282,44,51,55,54,50,55,64,37,63,71,74,63,80,73,77,81,78,87,80,90,91,77,88,86,67,71,62,66,51,53,69,66,65,64,69,86,69,85,81,86,90,79,103,108,113,131,158,155,182,169,163,156,127,143,106,124,117,107,90,76,99,72,83,79,87,91,109,109,91,107,172,179,181,191,138,151,175,193,187,188,204,158,139,134,103,110,91,70,50,56,49,29,32,26,18,13,12,9,8,4,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下飯田町,シモイイダチョウ,男,1226,8,10,11,7,4,17,5,12,14,8,8,21,9,9,15,11,14,10,12,11,11,7,10,9,12,13,15,9,15,8,5,9,9,19,13,6,15,10,19,12,17,18,19,16,18,14,16,18,19,18,33,25,21,17,19,30,8,18,17,14,18,6,15,12,10,12,9,15,11,20,15,22,12,18,6,4,22,10,14,16,11,11,17,22,10,12,9,8,9,11,3,4,9,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下飯田町,シモイイダチョウ,女,1271,17,3,9,7,8,14,12,9,8,10,11,20,7,8,8,5,12,9,16,8,20,15,13,18,6,6,10,7,10,9,14,12,8,5,11,5,18,13,16,15,15,13,12,11,19,16,20,22,13,22,23,19,24,18,10,18,10,17,12,16,10,12,9,13,17,13,17,15,12,16,15,15,20,19,14,14,21,26,22,21,16,15,20,22,19,16,13,22,10,5,7,4,5,2,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
池の谷,イケノヤ,男,49,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0,3,0,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,1,2,1,1,1,0,1,0,2,0,0,4,0,1,1,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
池の谷,イケノヤ,女,64,1,1,0,0,2,1,1,0,1,0,2,0,2,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,2,2,0,1,1,0,1,4,2,3,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和泉町,イズミチョウ,男,7023,43,43,55,43,43,52,48,53,68,52,65,45,60,68,49,58,61,71,51,58,69,69,64,74,62,79,68,67,63,60,60,72,53,86,71,66,89,78,72,81,76,90,108,82,108,108,123,100,119,121,140,119,130,122,96,108,80,102,83,87,88,70,74,62,63,71,83,81,94,100,108,119,117,116,88,96,127,112,96,90,84,77,77,69,68,49,36,38,23,19,9,13,4,3,3,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和泉町,イズミチョウ,女,7126,32,49,40,51,46,61,47,35,48,51,59,42,55,49,52,54,60,59,65,68,63,76,64,65,74,59,56,62,71,58,51,60,66,54,60,50,79,83,92,77,96,71,94,88,103,105,111,119,121,122,113,114,96,107,78,90,78,83,84,68,75,73,70,77,68,83,78,93,87,102,136,171,150,147,79,106,137,131,117,104,81,80,88,56,57,59,64,44,42,46,26,21,21,17,10,9,6,9,7,7,3,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
