町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳以上
栄区合計,サカエク_ゴウケイ,男,62486,562,558,566,611,616,529,583,595,579,558,539,495,520,514,511,535,539,562,598,652,651,702,735,711,724,735,811,832,865,905,932,1074,1090,1213,1110,1179,1147,1123,1064,1054,816,975,857,741,695,732,706,683,624,652,633,660,695,739,779,863,1002,1006,1085,1158,704,870,1022,1091,1106,1040,968,869,897,907,826,769,681,569,597,467,424,379,381,318,288,222,200,189,147,109,92,73,68,58,41,36,28,23,18,11,6,7,2,1,2
栄区合計,サカエク_ゴウケイ,女,63359,514,530,576,548,568,579,525,553,531,509,491,527,492,526,482,519,500,565,555,597,587,610,622,678,722,768,772,818,855,920,939,993,1059,1145,1120,1136,1091,1012,980,946,704,819,745,698,728,700,695,720,646,646,671,731,690,787,928,1002,1084,1202,1333,1334,859,999,1190,1143,1136,1107,988,808,751,766,802,696,627,524,568,531,456,425,392,360,369,341,301,256,237,198,215,143,159,133,114,107,83,72,50,39,27,25,17,5,17
柏陽,ハクヨウ,男,527,8,2,3,2,3,3,6,1,2,6,5,0,6,5,2,4,6,4,5,4,11,3,13,2,5,5,7,8,11,7,8,8,8,10,7,9,10,12,10,19,7,5,3,4,8,5,8,11,5,2,3,3,9,7,7,4,11,12,9,11,10,7,7,5,8,9,8,10,10,8,3,6,3,3,7,8,2,1,6,2,4,1,2,2,2,3,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0
柏陽,ハクヨウ,女,552,3,6,4,5,4,2,5,1,6,2,1,1,3,2,6,2,2,8,5,2,5,5,2,8,8,8,4,10,5,10,9,10,4,8,9,9,5,12,8,7,4,9,3,5,10,2,6,9,6,7,7,5,8,7,10,11,15,11,13,8,9,8,13,10,8,10,11,4,8,2,10,10,7,3,9,8,3,6,4,4,7,3,1,4,3,1,3,2,2,0,2,1,0,1,0,1,1,0,0,1,0
本郷台一丁目,ホンゴウダイ1,男,499,1,0,2,1,4,1,0,2,1,5,8,2,3,6,3,5,4,4,6,10,4,4,9,4,4,6,10,9,9,9,4,3,4,5,3,7,5,5,6,6,1,5,7,6,4,4,6,3,3,7,5,5,5,5,10,4,7,8,14,13,4,14,7,11,13,9,13,9,13,18,14,6,9,7,9,4,4,6,3,1,4,4,0,1,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
本郷台一丁目,ホンゴウダイ1,女,536,1,0,1,4,6,3,2,3,3,3,0,3,4,6,2,4,3,3,7,3,3,5,8,4,4,7,5,16,4,3,2,5,7,8,7,6,5,3,6,1,5,9,1,7,3,5,3,7,6,3,8,5,6,3,9,14,9,7,14,17,17,14,14,9,12,21,13,11,10,10,7,4,7,4,8,10,4,10,4,2,5,2,3,3,5,2,3,2,2,1,0,1,2,0,2,0,0,0,0,0,1
本郷台二丁目,ホンゴウダイ2,男,539,1,1,3,1,2,6,3,2,4,6,2,3,4,4,5,5,3,5,5,6,8,7,3,10,11,5,5,8,12,9,5,8,8,6,7,5,7,5,5,5,6,3,4,6,1,4,10,6,6,5,4,9,3,7,5,9,6,13,7,12,4,10,14,11,15,16,10,7,14,10,9,12,7,8,5,5,6,5,6,5,5,5,5,3,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
本郷台二丁目,ホンゴウダイ2,女,562,2,1,2,2,2,2,3,5,4,6,4,4,4,2,3,2,5,5,4,10,3,2,7,11,9,5,11,8,6,11,7,6,2,7,7,9,7,7,5,10,5,6,3,6,5,7,6,4,8,5,8,5,9,10,9,14,8,17,13,14,12,5,12,13,12,12,7,8,10,8,5,7,8,6,7,9,3,8,6,1,5,4,3,3,3,1,1,0,0,3,0,0,1,3,0,0,0,1,1,0,0
本郷台三丁目,ホンゴウダイ3,男,928,8,8,8,5,10,8,8,13,5,6,6,10,7,10,5,12,6,14,14,7,8,11,13,13,7,8,12,11,7,10,10,10,14,6,11,21,21,12,13,16,13,12,8,10,14,12,6,11,15,11,16,10,9,10,14,14,14,8,16,14,10,10,9,9,15,15,20,26,23,17,16,26,14,13,10,7,10,9,1,7,3,4,1,3,3,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
本郷台三丁目,ホンゴウダイ3,女,898,2,7,2,5,13,5,8,6,5,12,6,6,6,5,10,5,8,12,7,14,11,7,8,9,3,11,5,8,6,7,11,8,11,13,17,16,15,12,16,6,13,14,13,5,13,14,14,12,13,7,14,13,7,16,19,9,11,10,16,14,16,11,26,23,20,24,25,17,17,15,17,12,8,9,4,8,6,6,8,2,3,3,1,3,3,3,3,1,2,3,2,3,1,2,0,0,0,0,0,0,0
本郷台四丁目,ホンゴウダイ4,男,537,3,2,2,5,2,2,4,4,2,5,2,5,7,3,6,4,5,5,2,5,5,2,4,6,5,5,6,6,5,2,0,5,4,11,10,10,2,6,8,7,6,6,3,5,7,5,6,5,3,6,0,6,2,8,8,6,10,7,11,12,9,9,8,14,9,16,13,14,23,15,16,13,6,9,8,7,8,3,6,5,5,4,1,4,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
本郷台四丁目,ホンゴウダイ4,女,613,1,0,5,3,2,3,1,6,3,4,2,4,9,1,2,6,3,7,6,6,7,7,7,7,4,4,7,10,6,7,7,6,4,6,6,6,8,9,6,12,3,9,9,8,7,8,4,2,7,3,11,5,6,11,6,6,7,8,11,14,12,15,15,26,22,17,17,10,8,15,10,11,7,10,5,4,2,6,8,6,6,4,0,0,4,3,0,2,1,3,1,0,1,1,4,0,0,0,1,0,1
本郷台五丁目,ホンゴウダイ5,男,537,0,3,2,4,2,2,3,2,3,3,2,2,0,5,4,4,3,2,2,5,4,8,5,7,4,7,6,9,4,5,6,6,7,10,4,5,7,3,6,9,5,7,6,3,7,4,3,3,2,3,5,2,9,7,13,7,6,10,12,10,4,8,19,13,15,14,18,17,13,17,12,11,13,12,11,7,3,3,4,3,4,1,1,2,3,2,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0
本郷台五丁目,ホンゴウダイ5,女,630,2,0,5,2,3,3,1,4,1,0,4,3,4,3,2,1,4,5,7,6,7,5,5,10,3,9,6,5,8,6,13,6,6,9,7,10,8,8,10,8,2,5,5,9,6,1,3,10,3,9,4,3,12,10,7,5,13,18,16,20,8,18,22,21,18,12,21,9,20,8,6,7,6,6,10,5,5,3,4,5,3,11,6,2,4,1,4,0,3,3,3,2,1,0,0,1,1,0,1,0,0
