町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳,101歳,102歳,103歳,104歳,105歳,106歳,107歳,108歳,109歳,110歳,111歳,112歳,113歳,114歳,115歳,116歳,117歳,118歳,119歳,120歳以上
金沢区合計,カナザワク_ゴウケイ,男,97111,562,646,611,669,676,778,752,741,720,805,798,854,868,892,882,832,960,907,962,1020,1148,1211,1176,996,1055,1035,944,902,887,900,835,889,960,1047,972,993,1036,1074,1156,1166,1195,1181,1253,1372,1376,1458,1580,1662,1663,1603,1540,1618,1513,1558,1237,1511,1324,1313,1258,1253,1160,1198,1100,1139,1139,1195,1196,1208,1416,1486,1552,1703,1603,1592,928,1079,1214,1199,1140,1020,878,812,774,721,725,635,466,460,337,301,235,203,164,99,99,58,31,26,18,6,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金沢区合計,カナザワク_ゴウケイ,女,100607,517,567,616,654,671,695,717,703,731,797,786,763,841,847,884,783,877,925,931,921,935,1038,1002,1010,938,900,913,816,766,813,756,857,904,833,907,951,1038,1073,1026,1156,1191,1126,1235,1337,1368,1455,1558,1611,1652,1610,1585,1534,1510,1528,1225,1459,1364,1257,1336,1205,1220,1190,1178,1181,1154,1326,1218,1353,1427,1566,1741,1846,1837,1782,1101,1156,1441,1337,1402,1327,1107,963,961,952,925,849,774,724,609,562,436,425,334,258,257,208,130,102,74,57,41,29,15,9,11,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
朝比奈町,アサヒナチョウ,男,186,3,0,1,2,0,0,1,1,0,0,2,0,5,2,3,1,5,3,2,3,6,3,7,4,2,2,2,4,1,0,0,0,2,3,1,3,3,2,2,0,1,5,2,1,0,3,2,3,2,7,4,10,8,8,2,4,2,4,3,1,1,3,0,2,1,4,3,1,1,3,1,1,2,5,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朝比奈町,アサヒナチョウ,女,184,0,1,1,0,0,2,1,1,4,1,2,4,3,1,3,4,5,4,6,2,0,2,3,3,1,4,2,3,0,1,2,3,0,1,1,1,0,2,1,3,5,1,1,2,0,4,3,6,6,5,3,12,8,5,0,2,4,4,1,1,1,1,1,1,1,1,0,0,2,2,0,4,3,0,1,1,2,1,0,0,1,1,1,1,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東朝比奈一丁目,ヒガシアサヒナ1,男,1255,6,14,6,8,10,9,8,7,8,7,6,9,14,12,5,8,10,10,8,4,18,19,12,7,9,3,11,9,8,11,10,13,9,13,17,11,16,15,6,15,12,16,13,16,26,24,19,21,14,17,19,24,23,20,13,19,19,14,12,12,13,10,13,17,13,12,19,10,17,16,19,22,16,18,10,13,35,29,31,19,19,22,19,9,15,10,11,13,8,8,3,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東朝比奈一丁目,ヒガシアサヒナ1,女,1409,7,9,7,10,7,8,13,5,14,11,8,10,15,9,9,11,14,13,10,16,10,14,13,15,12,11,18,8,12,6,5,13,3,14,15,15,15,17,8,7,13,7,18,21,22,19,22,20,30,13,22,24,24,15,14,21,21,16,8,16,14,18,20,18,14,19,15,17,16,20,33,38,21,33,21,26,35,17,21,31,9,16,18,14,23,6,12,12,9,14,5,8,2,1,3,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東朝比奈二丁目,ヒガシアサヒナ2,男,887,4,3,7,4,4,8,15,2,7,6,12,10,9,12,10,8,10,10,6,7,12,8,4,7,7,6,9,7,2,0,5,4,12,11,15,5,5,3,5,6,3,6,9,13,13,15,13,11,10,20,18,17,11,18,6,17,8,12,8,12,13,8,8,11,9,6,6,12,8,11,10,14,8,15,7,15,11,12,24,22,12,18,8,16,14,13,12,12,8,4,3,5,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東朝比奈二丁目,ヒガシアサヒナ2,女,962,1,2,5,2,7,5,4,7,6,2,3,7,8,9,12,9,8,9,10,8,4,9,9,7,8,3,7,3,1,9,7,7,3,12,7,9,5,7,6,5,6,4,12,8,17,17,17,14,18,13,21,14,12,15,6,12,11,12,10,11,12,13,8,11,7,16,9,7,9,8,14,10,27,25,17,18,25,24,26,19,24,15,16,15,10,13,12,8,8,7,2,4,7,2,5,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東朝比奈三丁目,ヒガシアサヒナ3,男,637,2,4,2,3,3,2,3,3,2,4,4,5,4,7,9,5,3,5,14,8,9,6,9,2,9,5,3,5,5,6,5,6,7,5,2,7,5,7,3,8,5,6,10,8,10,10,12,11,12,8,13,8,13,7,6,10,7,5,10,4,11,10,10,9,6,6,13,8,5,9,8,17,7,12,6,6,8,13,9,9,8,8,6,6,11,8,5,6,7,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東朝比奈三丁目,ヒガシアサヒナ3,女,704,3,1,5,2,5,3,1,2,5,6,5,3,6,8,6,2,6,5,6,8,4,4,6,9,5,6,5,6,4,6,2,0,7,5,8,4,0,6,7,6,7,5,9,4,11,11,13,12,7,6,14,10,10,15,11,7,12,6,11,9,8,7,8,6,7,10,9,12,7,11,9,20,17,6,18,12,9,9,12,12,21,8,12,7,9,8,10,2,7,5,5,7,4,2,2,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大道一丁目,ダイドウ1,男,1120,5,8,8,5,7,9,6,5,6,5,10,10,9,10,12,10,13,9,12,8,6,8,12,6,13,12,14,12,15,13,11,11,7,14,9,9,18,11,9,18,16,20,12,18,16,15,14,17,12,15,18,20,22,21,7,18,10,17,7,9,8,17,11,16,10,23,12,23,8,18,20,25,21,26,12,14,18,20,20,14,3,7,9,8,14,10,9,5,4,4,1,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大道一丁目,ダイドウ1,女,1115,4,10,10,9,6,9,6,10,6,6,6,7,8,7,7,9,7,6,7,9,9,16,11,4,9,5,8,7,9,13,10,10,16,7,11,13,12,10,7,13,12,13,9,10,20,18,11,17,22,9,16,15,11,13,9,9,8,13,15,13,12,11,9,13,14,16,14,12,13,20,29,16,24,27,11,11,25,19,23,14,15,12,19,16,14,18,13,8,9,14,5,5,6,2,3,2,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大道二丁目,ダイドウ2,男,706,8,17,12,9,6,4,5,10,12,7,8,6,11,11,4,3,4,4,5,4,3,4,6,3,4,7,3,10,8,5,12,5,5,8,9,14,15,12,15,7,10,14,10,12,7,15,8,5,13,10,6,14,9,8,10,9,8,7,14,4,3,7,12,9,8,8,4,14,9,13,8,13,10,6,7,1,10,6,4,9,5,8,3,2,3,6,3,4,3,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
