町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳,101歳,102歳,103歳,104歳,105歳,106歳,107歳,108歳,109歳,110歳,111歳,112歳,113歳,114歳,115歳,116歳,117歳,118歳,119歳,120歳以上
西川島町,ニシカワシマチョウ,男,1660,15,15,12,15,10,19,11,9,10,15,17,22,10,12,11,12,9,16,12,7,22,12,26,26,24,15,16,24,14,23,33,24,24,21,22,21,18,26,24,18,29,27,19,21,22,24,32,31,31,29,27,28,27,25,25,24,23,18,20,18,28,20,15,18,21,18,18,24,22,21,18,29,19,20,11,12,10,11,17,12,17,8,7,9,11,14,9,5,3,8,2,3,1,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西川島町,ニシカワシマチョウ,女,1659,20,16,18,14,12,15,12,13,15,10,16,14,12,11,16,8,13,15,8,18,22,13,26,25,23,27,26,23,21,15,26,20,21,17,14,25,23,23,23,17,16,20,14,20,23,19,26,29,22,18,25,24,25,19,18,25,13,22,23,20,26,19,16,13,12,15,15,21,14,20,14,17,24,17,13,20,25,19,11,16,21,16,15,14,15,10,9,14,11,9,9,8,11,8,5,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中希望が丘,ナカキボウガオカ,男,5002,39,40,47,44,36,45,51,41,47,38,41,39,40,44,40,33,39,49,39,36,47,59,58,58,52,60,54,56,43,64,45,59,65,53,68,51,67,66,71,69,74,63,88,81,66,65,65,86,78,87,78,85,87,97,58,85,68,67,54,70,78,71,67,47,63,65,65,52,47,66,77,66,75,73,35,37,53,44,44,51,40,30,23,29,40,38,19,19,17,16,13,13,10,6,5,5,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中希望が丘,ナカキボウガオカ,女,5306,42,30,32,39,35,43,31,43,42,43,28,43,43,45,28,47,41,41,53,45,46,38,58,60,60,62,64,80,50,55,55,63,55,54,40,69,66,66,67,72,74,63,73,67,61,66,68,83,91,66,96,73,84,99,53,65,80,69,74,60,65,62,59,62,53,60,69,60,68,55,81,84,69,79,54,44,53,64,59,69,52,52,56,63,45,43,39,38,37,38,34,21,20,13,14,10,10,7,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東希望が丘,ヒガシキボウガオカ,男,4961,31,37,33,31,45,39,26,46,29,32,50,47,32,38,43,39,40,31,30,36,39,39,67,55,63,73,62,56,58,56,61,69,57,56,46,66,58,56,65,51,61,46,64,59,75,62,65,53,72,79,78,103,78,83,63,70,79,72,70,66,60,71,60,58,58,56,59,59,71,62,83,84,74,71,46,37,59,53,64,69,44,51,24,44,42,35,40,28,19,13,25,19,10,8,9,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東希望が丘,ヒガシキボウガオカ,女,5445,29,37,38,39,21,46,45,41,37,39,35,26,39,37,35,30,40,37,42,38,49,39,51,65,63,59,57,64,63,58,44,65,53,60,49,54,64,57,54,48,63,42,51,75,73,71,75,77,80,94,78,66,93,77,70,81,80,75,70,75,60,52,63,54,66,62,61,57,55,66,96,93,88,66,52,47,93,72,70,69,61,67,63,67,70,69,42,47,48,47,47,34,34,27,21,15,8,7,8,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
南希望が丘,ミナミキボウガオカ,男,2698,21,25,19,26,27,22,24,35,23,21,28,22,24,36,22,27,23,22,29,26,27,32,29,33,36,31,32,20,27,19,22,26,27,27,27,25,40,40,29,21,40,43,30,33,36,45,40,39,37,42,62,42,50,50,31,44,36,47,39,34,41,39,43,33,34,37,38,29,24,28,40,39,33,22,18,20,24,20,23,22,20,15,19,13,13,11,17,7,9,14,12,11,11,10,6,4,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
南希望が丘,ミナミキボウガオカ,女,2808,14,20,29,21,20,17,14,25,32,29,23,30,25,20,16,19,24,24,28,29,25,23,29,27,36,30,20,23,23,23,18,22,26,35,32,22,29,36,34,37,34,39,31,37,41,37,31,43,45,46,47,40,46,52,26,52,40,34,44,47,47,40,34,36,33,29,34,34,29,31,42,35,35,26,21,17,39,35,29,28,21,12,19,16,15,34,26,26,33,18,24,21,20,9,12,5,6,3,9,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
桐が作,キリガサク,男,483,5,6,6,4,6,7,4,4,6,4,7,3,4,6,4,2,7,3,4,5,7,2,10,5,6,6,3,4,4,3,8,6,4,7,5,8,10,4,3,7,4,9,5,7,6,9,12,10,7,15,5,7,9,4,3,5,9,0,4,8,4,6,7,5,3,3,10,6,8,7,7,6,4,9,3,3,4,4,3,5,7,3,6,3,1,2,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
桐が作,キリガサク,女,449,5,1,2,4,1,6,4,6,3,8,3,5,5,3,5,3,3,8,3,5,6,4,4,4,7,4,4,3,0,6,4,6,4,6,7,8,7,4,4,4,3,6,5,4,7,6,7,7,9,7,7,3,7,2,3,10,8,3,2,2,5,4,13,4,6,3,2,6,8,7,3,6,5,6,2,5,9,6,11,7,6,3,3,8,5,2,2,5,0,1,3,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
