町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳,101歳,102歳,103歳,104歳,105歳,106歳,107歳,108歳,109歳,110歳,111歳,112歳,113歳,114歳,115歳,116歳,117歳,118歳,119歳,120歳以上
保土ケ谷区合計,ホドガヤク_ゴウケイ,男,101268,624,704,665,731,745,796,775,772,805,772,794,826,784,827,819,793,813,886,913,1070,1109,1177,1261,1370,1261,1291,1233,1233,1216,1214,1147,1075,1124,1164,1158,1216,1181,1304,1300,1350,1304,1368,1336,1486,1507,1483,1542,1666,1752,1740,1792,1687,1752,1732,1656,1366,1680,1523,1519,1394,1296,1325,1198,1142,1117,1138,1073,1043,1093,1217,1232,1315,1456,1349,1308,792,824,992,900,978,866,809,677,668,621,594,535,413,404,309,262,217,148,122,87,71,44,16,9,14,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
保土ケ谷区合計,ホドガヤク_ゴウケイ,女,103306,629,618,586,701,677,750,740,720,708,756,761,761,777,776,797,824,736,829,855,934,949,1105,1128,1298,1297,1193,1149,1146,1092,1053,1038,999,1003,1091,1052,1066,1221,1167,1101,1236,1277,1288,1286,1353,1385,1414,1487,1562,1614,1708,1675,1640,1677,1609,1650,1226,1507,1489,1434,1299,1204,1163,1162,1090,1078,1070,1060,1098,1151,1206,1308,1456,1605,1584,1511,903,1070,1301,1244,1352,1232,1172,929,993,950,952,911,760,708,613,558,435,367,320,226,200,152,99,78,58,27,24,15,1,5,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
新井町,アライチョウ,男,3174,5,18,6,12,13,19,22,11,24,23,28,29,26,30,29,32,38,37,28,42,33,41,18,39,28,33,20,32,20,29,20,27,18,20,18,26,17,24,26,26,38,25,45,42,55,49,45,52,67,56,76,68,63,72,44,38,68,40,47,41,50,33,32,38,30,29,36,30,39,43,35,42,63,48,45,20,45,39,38,56,41,54,29,40,36,39,31,21,19,15,10,8,9,7,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新井町,アライチョウ,女,3326,11,11,16,14,20,16,15,13,20,18,28,30,40,38,36,38,21,37,33,27,35,32,19,22,17,22,17,23,20,10,14,22,17,16,16,19,16,23,28,26,34,32,30,55,41,45,47,52,57,60,58,57,52,55,53,39,47,38,36,39,40,39,38,28,24,32,30,39,37,58,47,60,53,58,66,31,63,71,53,69,71,72,59,59,50,50,46,28,29,16,30,16,11,11,6,3,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
仏向町,ブッコウチョウ,男,6276,63,65,65,69,73,60,58,75,56,47,58,60,39,60,56,61,52,55,49,50,63,65,67,68,62,80,64,79,87,59,74,61,70,83,77,101,77,104,92,88,92,103,83,98,123,111,100,133,113,129,98,110,102,93,90,83,96,101,85,59,42,73,54,64,60,40,62,56,55,46,65,67,59,59,63,32,43,49,44,61,39,46,37,47,39,36,52,38,35,27,21,24,11,14,4,7,3,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
仏向町,ブッコウチョウ,女,6331,48,48,64,54,58,62,53,60,57,59,60,46,63,51,48,50,54,54,59,68,55,61,57,66,85,63,68,65,75,62,73,61,68,73,77,85,91,95,86,91,93,90,79,92,88,90,90,113,80,112,90,97,95,80,85,57,79,78,62,50,48,50,62,46,45,42,36,48,56,51,57,65,82,85,82,49,51,60,79,76,89,76,61,66,65,65,69,54,54,55,48,44,40,23,21,21,10,13,6,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
仏向西,ブッコウニシ,男,1937,4,6,15,14,8,25,11,24,16,11,21,13,20,14,9,22,21,9,24,29,17,15,17,28,22,25,21,22,18,25,26,15,15,21,20,18,14,16,21,18,18,28,15,22,32,19,25,25,15,21,31,24,27,25,26,23,34,45,39,46,50,53,44,58,46,31,21,20,21,34,23,33,28,36,16,6,9,8,14,14,19,19,9,11,15,7,5,4,7,5,7,3,6,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
仏向西,ブッコウニシ,女,1914,4,4,15,10,10,12,10,11,14,18,19,10,10,16,15,11,15,14,11,17,17,18,24,23,16,26,11,29,15,18,21,15,16,17,14,15,17,18,17,10,21,31,27,16,16,17,22,33,25,36,24,42,33,31,33,36,38,48,54,49,43,47,42,41,27,24,17,19,14,18,26,35,21,30,15,12,20,28,17,18,12,20,12,14,15,12,15,11,8,10,8,4,7,4,6,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
藤塚町,フジツカチョウ,男,810,5,5,10,5,11,3,5,7,6,6,7,6,7,9,8,8,8,11,7,3,8,6,10,9,6,7,5,8,12,5,8,6,8,10,6,8,6,11,8,16,5,4,10,11,10,14,12,16,15,19,15,15,12,10,7,10,10,13,13,11,15,17,12,8,7,12,16,11,11,13,23,6,24,15,19,12,12,4,5,2,7,3,5,2,3,3,4,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
藤塚町,フジツカチョウ,女,780,4,1,3,3,3,10,3,1,7,4,4,6,9,9,7,9,5,9,8,11,5,8,4,10,6,5,7,12,8,9,8,2,8,9,6,2,9,5,7,14,6,5,10,14,19,14,15,12,10,16,12,10,11,8,9,14,7,17,15,12,11,11,20,7,9,8,14,14,15,10,11,17,17,15,14,9,5,9,7,9,11,3,6,2,3,3,2,3,4,5,0,3,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
