町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳以上
泉区合計,イズミク_ゴウケイ,男,75291,506,577,522,563,606,621,610,650,641,639,699,698,756,706,737,755,774,727,781,744,756,807,772,708,750,723,675,726,719,682,658,741,769,721,775,813,856,825,825,885,967,1003,1040,1084,1145,1345,1374,1314,1346,1345,1306,1361,1376,1026,1226,1055,1022,977,949,939,859,868,793,834,813,856,861,972,979,1065,1171,1120,1167,725,810,974,888,934,853,817,632,669,658,603,520,453,369,311,246,211,147,136,83,79,43,26,16,9,7,8,8
泉区合計,イズミク_ゴウケイ,女,77786,496,520,513,525,565,544,555,606,587,668,618,703,652,661,631,688,694,733,777,762,764,789,762,725,706,791,718,731,661,696,673,711,703,757,746,779,795,821,851,898,872,929,1016,1087,1164,1273,1300,1321,1363,1296,1314,1215,1255,1010,1111,1022,1004,934,881,904,864,810,801,804,885,902,888,958,1034,1201,1335,1341,1250,807,886,1153,1147,1129,1037,994,809,841,773,717,708,621,576,451,403,364,292,230,220,159,132,94,83,69,62,37,73
上飯田町,カミイイダチョウ,男,8806,49,46,56,68,67,64,56,50,72,60,91,94,76,98,86,82,91,87,92,85,96,81,93,57,75,79,57,74,55,77,65,79,80,66,74,92,91,82,88,91,103,99,110,123,133,160,165,162,192,162,168,140,162,117,143,123,108,111,101,84,103,87,75,97,91,91,93,114,112,121,146,128,164,87,106,130,156,158,163,154,102,103,100,102,65,81,39,34,21,24,11,15,14,12,8,3,4,2,1,0,1
上飯田町,カミイイダチョウ,女,9396,47,60,50,49,58,67,37,63,73,77,62,79,74,78,81,81,89,79,91,91,87,89,84,64,74,69,67,58,63,69,61,67,64,73,84,74,87,80,88,87,81,103,108,116,134,157,156,178,170,164,161,130,145,105,122,120,106,91,73,103,72,82,81,89,91,108,108,92,112,173,180,181,192,137,152,179,201,190,192,206,156,138,134,106,113,98,78,58,59,50,31,39,29,20,15,14,11,9,9,5,8
下飯田町,シモイイダチョウ,男,1225,7,10,6,3,17,5,12,14,9,7,20,9,8,15,11,12,8,13,10,13,7,11,11,12,12,10,7,14,8,4,10,9,17,13,7,15,9,20,10,18,17,21,17,19,17,14,19,19,17,34,25,20,18,21,33,9,16,16,14,18,6,15,13,9,13,10,15,11,21,17,23,12,20,6,4,22,10,15,17,12,11,18,22,10,13,10,8,9,11,3,4,10,1,1,4,1,0,0,1,0,0
下飯田町,シモイイダチョウ,女,1245,3,9,6,7,14,12,9,8,10,12,20,9,7,6,5,12,9,13,7,19,13,12,13,7,7,11,7,12,7,16,9,7,7,11,4,17,11,15,16,15,13,11,12,21,13,20,21,12,23,25,19,22,18,10,18,9,15,12,15,9,11,9,13,17,14,16,16,13,15,17,15,20,19,15,14,21,26,23,20,16,16,20,24,19,16,13,21,10,6,8,6,6,3,4,6,2,3,0,0,0,0
池の谷,イケノヤ,男,50,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0,3,0,1,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,1,2,1,1,1,0,1,0,1,0,0,4,0,1,1,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0
池の谷,イケノヤ,女,63,1,0,0,2,1,1,0,1,0,3,0,2,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,2,1,0,0,5,2,3,1,0,1,3,0,0,0,0,1,0
和泉町,イズミチョウ,男,7048,46,60,46,42,56,49,56,66,53,64,44,61,70,50,59,59,70,53,60,63,63,68,69,59,81,69,66,59,66,63,72,52,84,73,68,86,80,75,77,78,89,107,79,103,105,119,104,116,120,138,114,133,122,98,107,80,100,84,88,90,74,71,61,61,72,86,83,96,100,109,122,116,119,89,97,133,113,99,91,89,82,81,72,71,50,40,39,26,22,12,16,7,4,8,2,1,0,1,1,0,1
和泉町,イズミチョウ,女,7156,55,38,48,45,61,46,38,49,53,59,44,59,50,52,55,60,57,61,65,67,74,64,58,70,60,56,64,53,63,55,56,60,52,62,56,85,81,96,77,96,71,100,91,104,101,112,120,119,120,112,111,96,110,76,88,79,85,82,67,75,71,69,77,69,83,80,91,89,99,135,172,154,147,83,108,138,129,120,108,88,83,90,57,60,64,66,47,44,46,28,24,24,18,12,15,6,11,10,8,3,11
和泉中央北一丁目,イズミチュウオウキタ1,男,972,14,13,7,6,7,9,6,10,8,7,8,5,11,4,4,10,7,6,8,10,9,9,5,10,9,10,11,10,16,8,4,12,13,8,10,11,16,16,8,9,7,19,11,9,11,17,15,16,20,15,15,17,18,11,20,14,17,15,21,7,12,8,9,7,10,8,7,13,14,4,16,11,15,5,11,19,14,11,15,21,13,11,8,9,7,6,3,7,6,2,2,5,1,1,1,1,0,0,0,0,0
和泉中央北一丁目,イズミチュウオウキタ1,女,952,4,5,4,10,15,8,5,4,3,7,4,5,8,11,5,9,9,6,10,8,7,11,13,10,8,8,12,9,5,11,11,8,9,14,10,11,14,8,7,11,10,14,20,13,10,8,19,15,11,16,13,10,16,16,14,9,10,10,9,7,7,3,6,10,7,9,8,8,17,9,22,21,11,15,12,18,16,18,17,27,12,21,10,15,7,6,5,4,5,4,5,5,2,0,0,0,1,0,1,0,1
和泉中央北二丁目,イズミチュウオウキタ2,男,1171,18,6,11,12,10,11,10,8,6,7,15,12,6,8,8,4,6,8,6,12,12,8,10,9,10,18,16,11,14,15,20,15,24,17,18,18,19,9,15,20,17,19,20,15,8,25,19,22,15,17,23,18,25,19,14,11,14,20,12,11,15,13,10,11,10,10,16,15,5,21,21,18,15,12,15,14,9,10,15,15,9,7,7,8,9,8,9,4,4,2,1,4,1,1,0,1,0,0,0,0,0
