町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳以上
都筑区合計,ツヅキク_ゴウケイ,男,100209,1128,1136,1267,1264,1231,1242,1320,1393,1345,1353,1418,1393,1433,1332,1291,1244,1192,1130,1075,1035,1024,983,1044,993,1009,1099,1095,1067,1114,1265,1243,1350,1509,1653,1721,1871,1973,2005,2057,2205,2234,2245,2227,1741,2152,2033,1860,1701,1581,1480,1438,1344,1104,1138,1085,1021,989,1071,1126,1175,1250,1209,1178,720,692,855,824,841,854,749,615,625,624,620,543,512,429,375,391,301,277,258,227,180,159,143,104,84,69,54,43,38,34,24,20,13,11,7,4,4,2
都筑区合計,ツヅキク_ゴウケイ,女,98212,1073,1139,1130,1156,1153,1219,1219,1291,1283,1366,1328,1251,1258,1291,1150,1143,1101,993,1033,987,916,937,935,974,1020,974,1105,1039,1183,1298,1356,1448,1564,1665,1851,1892,2099,2206,2125,2118,2216,2133,2166,1685,1923,1817,1610,1470,1352,1263,1186,1070,1025,1002,954,963,951,1026,980,1063,1166,1186,1116,721,771,891,926,897,863,802,634,649,682,664,568,482,523,486,453,383,362,369,328,305,312,228,204,237,156,173,103,103,87,73,53,35,28,31,14,7,17
あゆみが丘,アユミガオカ,男,721,5,6,9,10,9,12,14,13,13,24,11,11,10,20,12,9,10,8,12,13,2,7,6,7,7,1,5,1,2,8,3,2,5,9,7,11,13,18,14,22,23,23,19,18,21,18,21,13,16,7,9,14,10,5,5,10,3,6,6,8,7,5,7,3,2,8,5,5,5,4,3,3,6,4,2,2,1,1,2,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
あゆみが丘,アユミガオカ,女,727,4,6,14,3,10,5,7,10,12,15,14,8,12,12,11,10,12,10,6,6,7,2,4,11,7,6,8,5,5,4,8,10,6,12,2,16,26,24,18,23,23,16,29,14,18,29,14,18,8,8,8,4,9,6,7,1,5,4,12,3,4,6,5,4,6,4,4,8,8,5,2,3,3,3,2,2,2,3,2,0,3,3,3,2,0,2,0,3,1,2,0,1,1,2,0,1,0,0,0,0,0
茅ケ崎中央,チガサキチュウオウ,男,2099,37,35,37,36,37,25,24,27,21,30,26,24,17,22,21,17,16,17,9,10,15,4,5,18,23,31,27,29,35,47,47,47,55,67,60,64,70,48,74,64,80,57,62,42,65,41,56,43,24,22,18,18,16,21,17,13,8,14,14,9,9,11,12,10,7,6,2,9,5,4,3,6,4,6,7,3,1,7,4,4,3,5,2,3,1,1,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0
茅ケ崎中央,チガサキチュウオウ,女,2176,29,35,43,41,28,33,29,22,29,32,22,30,27,32,15,22,15,13,10,10,12,12,17,24,31,30,45,35,42,53,68,55,69,72,55,63,63,71,72,64,72,53,50,41,39,55,34,27,24,16,12,11,9,10,17,13,10,16,10,14,10,9,12,5,5,10,8,7,6,10,3,4,11,9,4,3,3,8,2,7,6,5,3,3,3,5,1,3,2,2,0,0,0,0,1,1,0,0,1,0,1
茅ケ崎町,チガサキチョウ,男,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茅ケ崎町,チガサキチョウ,女,16,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茅ケ崎東一丁目,チガサキヒガシ1,男,1566,17,8,12,17,14,11,25,32,30,27,37,34,42,40,30,44,34,31,18,26,18,20,15,8,7,10,13,7,2,7,7,9,6,11,7,10,14,15,20,32,31,40,36,34,50,63,47,58,54,42,34,40,26,18,21,23,11,17,8,12,18,13,14,6,6,9,6,8,5,4,3,6,2,7,4,3,2,6,0,1,0,3,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
茅ケ崎東一丁目,チガサキヒガシ1,女,1520,10,11,7,13,12,18,20,24,25,34,33,23,39,34,18,39,34,30,30,26,18,13,16,11,11,11,2,8,6,4,13,8,6,9,12,11,14,32,40,28,43,50,37,53,66,48,52,57,37,25,39,25,15,22,16,11,14,6,7,12,12,17,8,6,2,5,6,7,7,4,9,6,4,3,1,1,2,5,3,2,2,3,0,1,5,3,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0
茅ケ崎東二丁目,チガサキヒガシ2,男,540,4,1,9,8,7,20,3,10,7,16,6,14,5,5,9,7,3,5,9,6,6,4,6,4,6,6,6,0,6,4,13,4,6,6,12,14,5,16,8,10,11,10,16,9,15,13,19,8,13,1,8,7,3,5,8,5,5,4,5,5,5,6,5,0,4,1,5,4,10,4,4,3,3,2,2,1,4,0,2,2,1,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
茅ケ崎東二丁目,チガサキヒガシ2,女,517,3,5,13,4,6,7,11,12,9,3,9,9,5,9,11,9,4,2,6,7,3,3,6,2,2,4,3,9,6,11,6,7,9,5,14,9,19,17,8,15,13,15,11,10,14,7,13,6,5,6,6,6,7,5,1,6,5,3,4,3,2,4,6,3,2,5,6,6,2,3,5,1,3,0,4,2,1,3,1,4,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
茅ケ崎東三丁目,チガサキヒガシ3,男,1150,12,13,11,20,13,12,19,17,17,10,23,24,20,14,19,19,18,12,13,11,18,11,8,12,12,7,15,8,16,13,14,14,23,24,21,15,31,16,20,24,33,25,34,27,22,22,20,22,17,28,20,19,13,14,8,12,11,8,13,12,9,13,7,7,5,5,6,5,4,7,5,4,6,4,11,5,4,2,8,4,0,2,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茅ケ崎東三丁目,チガサキヒガシ3,女,1178,9,20,16,13,19,18,18,16,22,14,22,18,21,16,21,14,11,8,9,10,6,10,12,15,11,9,15,15,24,9,18,21,9,23,19,24,31,28,23,33,30,32,30,25,20,33,22,22,15,15,13,12,14,14,10,13,6,7,16,6,11,11,10,8,4,2,8,7,7,1,5,3,9,7,7,3,10,6,2,5,7,1,1,2,3,3,3,2,0,2,0,0,1,2,0,0,0,0,0,0,0
茅ケ崎東四丁目,チガサキヒガシ4,男,197,2,2,3,2,2,1,1,3,1,3,6,5,2,2,2,4,1,1,1,0,4,3,1,0,5,0,5,3,3,4,1,4,1,6,1,2,6,2,5,3,5,7,2,5,10,4,5,2,2,4,5,1,4,1,2,6,1,1,2,1,0,1,2,0,2,2,1,3,1,3,1,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
