町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳,101歳,102歳,103歳,104歳,105歳,106歳,107歳,108歳,109歳,110歳,111歳,112歳,113歳,114歳,115歳,116歳,117歳,118歳,119歳,120歳以上
南区合計,ミナミク_ゴウケイ,男,99824,552,600,602,626,631,703,715,727,718,709,681,741,688,723,679,736,700,729,779,857,948,989,1089,1240,1242,1394,1365,1257,1211,1171,1199,1197,1207,1149,1262,1209,1246,1297,1270,1316,1323,1401,1468,1493,1483,1586,1621,1762,1784,1785,1757,1748,1704,1745,1336,1635,1487,1491,1338,1269,1244,1220,1254,1116,1184,1205,1144,1242,1308,1446,1502,1659,1589,1456,821,846,1080,975,963,895,787,667,659,628,625,541,502,367,351,290,223,190,150,93,67,57,43,25,19,10,4,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
南区合計,ミナミク_ゴウケイ,女,99607,553,610,583,638,596,648,644,653,660,606,686,656,711,668,656,670,725,735,746,832,948,959,1098,1281,1246,1222,1208,1139,1087,1141,1080,1114,1119,1087,1125,1146,1218,1216,1226,1269,1256,1276,1323,1328,1403,1388,1540,1632,1623,1684,1651,1603,1524,1525,1263,1388,1308,1297,1212,1181,1196,1083,1160,1057,1075,1103,1050,1139,1202,1299,1395,1558,1572,1524,920,970,1267,1216,1306,1172,1109,944,876,993,948,851,729,738,639,581,438,432,343,273,244,178,122,94,78,46,34,14,14,5,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
別所一丁目,ベッショ1,男,919,19,12,10,12,18,14,16,8,3,13,6,8,5,1,8,3,7,6,4,2,9,6,6,10,6,10,13,4,6,13,15,12,19,15,22,21,25,19,16,17,14,14,14,19,21,17,16,20,16,15,20,15,10,14,4,17,13,9,13,9,11,11,5,5,10,8,11,10,4,16,10,6,10,13,2,9,4,8,4,4,4,5,2,2,1,2,4,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
別所一丁目,ベッショ1,女,909,11,13,14,11,16,9,9,9,6,2,3,4,3,4,5,2,3,0,5,8,6,3,8,10,8,10,9,12,11,11,10,17,18,18,16,22,20,15,14,22,16,19,14,11,18,9,23,16,13,14,20,13,19,18,9,10,3,17,11,9,8,12,8,13,11,8,10,12,6,10,8,10,9,9,9,5,8,2,5,8,5,8,6,4,9,6,2,4,4,1,0,1,2,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
別所二丁目,ベッショ2,男,991,8,3,4,4,8,10,7,5,9,4,6,7,7,5,9,9,7,12,9,4,9,15,11,15,16,10,14,18,10,12,11,12,18,13,11,15,15,10,13,11,16,18,16,28,21,10,14,16,13,13,16,20,11,10,11,18,19,14,14,12,11,7,18,11,14,15,8,12,12,9,8,17,18,18,5,7,11,7,12,6,10,4,6,6,8,5,5,4,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
別所二丁目,ベッショ2,女,1004,8,11,4,5,9,3,9,6,2,8,6,7,6,2,10,5,7,5,5,4,8,12,13,8,11,11,19,19,12,14,7,11,11,12,11,13,15,15,4,15,14,11,13,15,11,17,12,11,9,22,14,9,19,15,6,14,15,15,21,10,14,10,10,10,9,8,12,9,8,11,11,10,19,24,10,10,14,14,14,16,16,13,9,11,11,16,7,9,6,5,3,7,4,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
別所三丁目,ベッショ3,男,1264,7,6,12,9,16,14,15,10,11,15,8,14,12,8,10,14,11,7,11,13,14,11,14,14,13,17,20,16,8,18,24,17,16,13,20,18,24,27,19,23,26,16,20,25,25,19,19,24,11,22,20,22,25,26,18,18,22,11,18,10,15,15,12,9,11,11,10,9,15,17,12,17,22,10,9,8,8,11,4,7,6,5,8,9,3,6,5,3,5,5,2,1,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
別所三丁目,ベッショ3,女,1320,14,12,14,15,13,14,11,14,11,8,16,10,12,11,9,15,9,9,17,11,15,16,5,10,14,10,9,15,17,15,23,16,16,16,24,14,18,12,16,19,20,21,26,20,25,24,27,22,20,27,20,16,23,20,14,16,12,17,13,9,16,15,14,11,11,13,21,14,11,12,17,12,11,14,8,13,13,9,15,15,8,4,10,11,11,10,13,6,3,8,7,7,3,3,5,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
別所四丁目,ベッショ4,男,569,5,3,6,1,1,1,3,1,2,2,4,1,3,3,4,2,6,6,1,6,9,2,8,3,8,13,14,7,6,8,10,4,8,6,8,5,7,6,11,7,12,11,10,11,13,9,9,13,8,11,9,6,8,10,4,8,6,4,8,5,8,9,8,5,10,4,8,7,5,12,7,8,10,9,8,3,7,4,8,8,5,7,2,3,6,4,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
別所四丁目,ベッショ4,女,598,4,3,3,4,2,1,3,4,1,3,2,2,5,5,6,4,3,5,3,6,8,5,5,4,4,6,3,10,14,9,12,8,6,8,5,8,6,4,10,5,4,12,9,15,8,4,7,5,12,7,10,10,11,6,7,5,15,15,7,10,12,2,7,4,7,8,8,5,8,12,12,8,8,15,1,10,4,7,9,5,5,6,6,9,3,3,1,5,7,2,2,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
別所五丁目,ベッショ5,男,1108,3,12,9,9,7,11,10,10,15,9,10,11,9,8,7,14,13,13,15,11,9,11,13,15,10,13,9,4,14,12,12,6,16,15,11,13,10,19,13,14,15,16,19,14,20,19,15,8,20,21,22,20,19,21,8,19,21,11,13,14,8,8,16,19,11,15,8,13,8,15,19,22,20,12,11,6,16,11,10,10,11,8,9,6,4,9,3,5,4,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
別所五丁目,ベッショ5,女,1111,8,9,8,11,4,12,10,9,9,6,12,8,6,8,9,8,12,9,12,16,13,8,10,14,18,13,11,8,9,11,10,13,11,10,8,11,15,16,15,12,8,14,14,19,16,16,13,19,21,22,21,12,23,21,14,20,5,14,13,18,19,11,11,9,9,11,11,14,7,15,19,16,19,17,9,11,10,15,16,16,13,12,3,10,8,5,4,9,2,5,6,9,2,4,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
別所六丁目,ベッショ6,男,299,2,1,2,1,1,4,4,1,2,1,1,4,2,2,4,4,1,3,0,7,6,0,4,3,0,2,3,2,1,1,0,2,3,4,0,4,1,1,3,10,1,6,9,5,3,2,1,6,3,3,4,10,3,12,3,1,5,5,5,3,4,2,6,4,4,5,3,5,7,4,7,7,8,3,4,1,1,3,7,2,2,1,2,5,4,2,1,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
