町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳以上
南区合計,ミナミク_ゴウケイ,男,99360,661,734,713,707,740,674,722,684,709,684,715,764,779,812,762,735,805,775,808,862,826,861,917,985,1098,1212,1225,1231,1274,1260,1378,1292,1302,1303,1390,1431,1448,1490,1577,1675,1793,1764,1791,1749,1807,1696,1764,1352,1661,1527,1510,1402,1277,1267,1294,1276,1172,1247,1222,1269,1349,1411,1588,1676,1844,1854,1694,988,1017,1281,1240,1216,1145,1035,899,907,944,940,845,805,689,617,592,498,475,377,358,246,248,168,156,116,79,67,54,18,30,14,8,7,5
南区合計,ミナミク_ゴウケイ,女,99646,674,708,628,718,703,734,678,626,651,717,715,685,732,756,788,732,773,765,748,834,785,892,953,1085,1168,1146,1213,1217,1195,1245,1204,1223,1202,1293,1248,1304,1338,1424,1389,1524,1613,1626,1641,1620,1598,1535,1503,1246,1424,1337,1330,1226,1204,1241,1099,1184,1105,1108,1160,1094,1200,1254,1354,1492,1651,1663,1614,1014,1048,1353,1310,1477,1311,1204,1108,1038,1221,1163,1080,995,1026,956,903,780,782,680,594,579,460,397,353,318,207,224,136,111,77,77,36,33,60
別所一丁目,ベッショ1,男,575,4,3,8,4,4,3,3,6,2,5,2,3,3,8,4,2,6,2,6,8,6,5,5,5,6,6,9,5,11,14,6,7,8,8,9,12,9,12,11,8,13,7,10,12,12,10,8,2,12,13,9,9,7,6,9,4,5,11,10,8,7,6,12,9,8,11,15,1,9,8,8,3,3,7,6,2,4,2,6,4,3,5,2,1,3,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
別所一丁目,ベッショ1,女,600,6,4,3,7,2,6,2,6,4,4,0,2,6,5,0,6,6,5,5,3,7,7,7,3,6,6,8,10,13,9,10,11,10,13,5,4,8,11,3,12,10,8,12,15,11,13,9,7,5,2,14,7,8,10,10,6,6,11,9,11,8,4,8,9,9,8,7,9,2,6,3,6,6,4,9,9,3,12,7,1,6,7,1,1,1,5,4,3,2,4,1,0,0,3,0,0,0,1,1,1,0
別所二丁目,ベッショ2,男,965,6,9,2,6,6,5,7,7,7,5,12,9,3,6,9,6,10,8,3,10,10,7,8,9,8,17,20,11,15,10,16,16,10,13,20,12,20,16,15,17,25,9,13,15,19,11,12,11,19,15,14,13,15,13,7,19,11,16,15,7,14,15,12,7,16,19,20,7,9,13,7,17,9,13,8,9,9,12,8,9,8,5,3,6,3,3,6,1,4,2,4,0,1,0,1,0,0,0,0,0,0
別所二丁目,ベッショ2,女,971,5,5,7,5,9,7,2,8,3,9,4,3,5,8,8,10,6,4,10,9,3,9,8,9,13,10,10,18,11,9,16,8,10,15,14,15,11,12,14,13,5,12,13,12,14,20,14,8,13,18,13,21,9,14,11,11,9,9,9,11,11,8,11,11,10,23,24,13,10,17,13,17,17,19,17,11,11,14,18,12,12,7,9,10,11,7,4,5,3,1,1,2,0,3,1,1,1,4,1,0,0
別所三丁目,ベッショ3,男,1296,16,25,13,9,17,11,6,12,11,11,10,11,14,16,9,8,16,12,12,13,14,9,15,14,15,16,8,16,18,29,20,16,20,25,17,27,30,28,16,25,27,17,28,21,22,27,26,18,23,24,10,23,8,16,14,13,15,14,13,9,14,16,20,15,24,21,15,11,10,13,15,7,6,8,7,8,11,7,8,8,6,8,9,4,4,5,6,1,0,4,3,2,0,0,1,0,1,0,0,0,0
別所三丁目,ベッショ3,女,1277,18,14,12,19,15,13,7,6,11,6,7,11,12,14,15,7,3,14,9,8,13,13,9,13,9,14,7,22,21,16,14,17,19,19,19,26,22,25,28,30,26,19,24,20,14,25,22,15,14,17,16,12,14,16,17,13,10,12,15,24,18,12,16,21,12,13,15,9,13,11,10,18,16,9,6,11,9,13,14,16,11,4,13,7,10,5,4,9,8,10,2,3,3,1,1,1,0,0,0,1,0
別所四丁目,ベッショ4,男,576,2,4,6,3,1,3,0,5,3,5,4,1,3,7,2,6,6,6,8,4,6,4,3,7,7,8,7,7,9,5,13,12,7,10,8,8,8,17,10,8,10,6,9,11,6,10,11,5,8,6,7,10,8,9,10,8,5,10,4,10,7,6,14,5,10,11,10,9,3,8,6,8,10,8,9,4,4,9,6,3,6,3,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
別所四丁目,ベッショ4,女,564,3,1,2,3,4,6,4,2,4,2,4,2,4,8,3,3,2,6,4,4,5,6,6,7,8,8,7,12,5,4,3,6,7,3,10,13,12,5,6,10,3,1,5,9,8,12,6,7,4,10,12,6,10,13,3,8,5,6,8,8,5,8,14,13,7,9,14,2,10,4,10,11,7,8,9,9,14,3,4,2,4,8,8,3,3,3,4,5,2,1,0,1,0,0,0,0,1,0,0,0,0
