町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳以上
都筑区合計,ツヅキク_ゴウケイ,男,105431,1051,1140,1201,1273,1290,1264,1223,1330,1307,1283,1307,1327,1438,1359,1344,1378,1399,1411,1328,1276,1246,1187,1153,1040,996,1001,953,982,1002,1071,1187,1217,1215,1294,1398,1467,1504,1635,1784,1819,2013,2108,2084,2078,2204,2224,2190,2228,1728,2128,1949,1816,1600,1557,1414,1359,1280,1051,1086,1037,947,945,991,1043,1102,1198,1166,1088,679,663,795,778,798,822,687,585,586,547,544,474,443,377,326,320,246,218,179,163,109,102,83,56,44,27,18,13,12,13,12,8,10
都筑区合計,ツヅキク_ゴウケイ,女,105000,989,1032,1111,1183,1180,1218,1245,1164,1160,1147,1237,1205,1279,1275,1343,1315,1232,1251,1273,1169,1162,1132,1074,1061,1003,950,983,972,1054,1051,1138,1226,1310,1390,1481,1578,1650,1742,1778,1986,2030,2174,2239,2145,2170,2208,2128,2152,1657,1911,1769,1579,1449,1333,1222,1136,1036,986,960,912,938,920,978,940,1052,1163,1178,1119,706,759,882,916,893,875,793,648,667,695,667,556,490,513,486,447,381,347,349,318,257,243,162,146,174,115,100,56,46,34,26,15,25
あゆみが丘,アユミガオカ,男,735,6,2,3,7,8,4,5,9,9,7,9,14,16,14,25,11,11,12,21,14,7,10,7,9,8,2,7,5,5,6,1,1,2,10,8,3,4,4,9,9,9,13,15,14,21,22,20,22,21,22,19,22,11,14,10,9,12,11,7,5,10,4,7,5,7,6,5,6,3,2,7,4,4,6,4,2,2,6,3,2,2,2,1,2,0,1,0,0,3,1,0,1,0,1,0,1,0,0,1,0,1
あゆみが丘,アユミガオカ,女,750,1,0,5,3,8,7,5,12,4,13,5,10,11,11,15,12,9,13,14,15,10,12,9,6,5,7,4,5,9,5,7,6,7,4,6,7,11,7,8,5,14,18,19,14,20,26,18,29,15,21,29,15,17,8,7,8,4,9,7,6,0,5,4,11,4,3,6,6,6,5,4,5,7,8,5,3,6,2,3,2,3,2,4,2,2,2,6,6,2,1,2,0,3,1,1,0,0,0,1,0,0
茅ケ崎中央,チガサキチュウオウ,男,2506,31,52,36,41,45,37,32,41,29,31,23,23,25,23,28,25,31,19,22,21,20,20,20,19,16,28,18,20,27,36,43,44,49,45,54,54,39,59,72,56,76,61,58,67,68,77,57,62,46,64,44,52,37,32,27,23,22,13,18,17,10,10,12,14,7,12,14,11,12,7,5,3,9,4,9,5,5,7,6,7,4,5,8,7,7,12,6,1,2,1,4,1,1,2,1,0,0,0,0,0,0
茅ケ崎中央,チガサキチュウオウ,女,2720,39,41,36,35,39,30,40,33,30,32,33,23,21,33,28,23,33,29,32,22,26,17,23,28,24,41,38,39,27,42,49,48,44,52,50,69,58,70,74,64,70,75,63,72,67,73,59,60,43,50,54,35,31,32,20,13,10,8,15,17,12,10,17,12,15,10,10,11,3,6,14,8,11,13,12,9,7,21,13,13,13,14,13,9,13,12,10,8,4,3,2,2,4,3,1,0,0,0,0,0,0
茅ケ崎町,チガサキチョウ,男,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      
茅ケ崎町,チガサキチョウ,女,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      ,X      
茅ケ崎東一丁目,チガサキヒガシ1,男,1552,2,12,8,10,12,18,16,13,24,15,16,24,27,28,25,34,30,41,40,30,41,29,28,15,19,16,10,5,7,3,6,9,13,4,10,11,10,12,14,12,14,21,14,22,31,31,39,36,36,41,56,43,56,47,35,36,44,23,20,17,20,12,15,9,11,16,13,15,7,8,8,6,7,4,4,3,5,1,6,4,4,2,6,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
茅ケ崎東一丁目,チガサキヒガシ1,女,1533,9,7,8,8,3,14,18,11,19,15,20,20,18,26,32,29,19,38,33,18,39,33,25,26,21,13,9,12,8,10,4,6,9,10,13,14,15,10,16,15,16,21,26,36,28,45,47,36,48,63,46,50,52,34,26,40,22,17,22,19,10,14,7,5,11,10,17,10,7,1,6,6,7,6,5,5,4,4,3,1,0,2,1,4,2,1,5,1,2,4,2,2,0,0,0,0,0,1,0,0,0
茅ケ崎東二丁目,チガサキヒガシ2,男,605,11,5,6,5,17,8,5,11,14,11,17,5,19,8,12,6,12,3,5,6,4,2,3,6,5,6,5,7,4,7,9,10,4,8,5,9,9,12,11,15,12,12,15,10,12,12,11,16,7,10,13,16,5,8,3,7,3,2,8,7,4,4,7,4,5,5,5,5,0,4,0,6,3,6,4,4,3,3,0,3,1,3,0,1,1,1,1,0,1,3,0,0,0,0,0,1,0,0,1,0,0
茅ケ崎東二丁目,チガサキヒガシ2,女,581,11,7,10,6,5,9,8,13,6,9,10,9,10,11,4,9,5,5,7,8,5,6,1,5,5,2,4,5,3,10,5,8,9,11,10,7,12,14,9,16,11,24,17,10,12,15,16,9,9,11,8,5,4,8,5,5,6,7,3,0,5,6,3,4,2,2,4,5,3,2,6,6,7,1,3,5,2,4,0,3,2,1,2,1,2,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0
茅ケ崎東三丁目,チガサキヒガシ3,男,1136,12,15,15,18,16,10,17,15,22,13,16,15,19,11,11,22,18,18,14,18,15,14,8,9,7,12,7,6,12,15,6,14,9,11,19,19,21,23,24,20,19,32,16,20,21,31,20,29,27,22,23,21,17,17,20,21,14,13,9,7,9,9,8,7,9,9,12,6,5,5,3,7,4,4,2,5,2,4,5,7,3,4,1,6,5,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0
茅ケ崎東三丁目,チガサキヒガシ3,女,1168,13,17,9,20,13,22,9,13,8,20,11,16,12,20,14,18,14,20,14,19,15,11,11,10,9,4,6,11,15,11,7,16,23,21,16,21,16,16,21,24,21,27,29,28,36,24,32,27,24,21,26,18,16,15,18,10,5,12,11,10,11,7,6,15,6,13,11,10,7,4,4,5,6,6,1,5,2,10,6,3,3,7,4,2,6,4,0,1,1,2,0,1,0,1,2,0,0,0,0,0,0
茅ケ崎東四丁目,チガサキヒガシ4,男,212,3,2,5,6,5,1,3,2,2,2,2,1,2,1,2,1,4,3,3,3,3,0,2,3,1,5,1,1,2,6,1,3,1,4,4,3,3,3,6,3,3,6,2,5,4,5,6,2,3,11,2,5,3,3,3,5,1,3,1,3,1,2,2,2,1,1,1,2,0,2,1,1,3,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茅ケ崎東四丁目,チガサキヒガシ4,女,193,1,1,1,5,6,3,2,5,5,1,1,1,0,4,3,1,3,1,4,2,3,4,1,4,0,2,2,2,0,3,1,2,1,4,4,1,3,2,6,3,6,4,4,1,3,10,2,3,7,2,3,3,3,0,1,4,1,1,2,2,1,0,1,0,4,3,2,2,1,0,1,3,1,1,3,1,2,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茅ケ崎東五丁目,チガサキヒガシ5,男,231,2,1,2,3,5,3,5,2,2,4,4,5,4,0,2,1,1,1,3,3,2,3,0,2,3,1,1,2,0,1,5,2,1,2,5,6,2,7,3,4,3,6,4,8,6,8,6,2,3,4,2,3,2,2,3,1,5,2,0,1,3,1,1,2,1,0,4,1,0,0,3,2,4,3,1,1,5,1,3,1,2,2,1,2,2,2,0,2,2,1,0,1,0,0,1,0,0,0,0,0,0
