町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳,101歳,102歳,103歳,104歳,105歳,106歳,107歳,108歳,109歳,110歳,111歳,112歳,113歳,114歳,115歳,116歳,117歳,118歳,119歳,120歳以上
旭区合計,アサヒク_ゴウケイ,男,119671,739,762,816,840,898,896,934,988,1001,989,1004,1078,1118,1035,1094,1109,1054,1134,1148,1134,1150,1215,1208,1264,1148,1195,1216,1184,1170,1155,1172,1131,1156,1243,1268,1259,1344,1363,1402,1463,1420,1513,1581,1587,1742,1781,1841,2029,2128,2051,2148,2132,2057,2061,2026,1539,1895,1733,1639,1581,1483,1496,1453,1351,1261,1310,1342,1353,1383,1467,1572,1680,1803,1819,1720,1127,1158,1353,1298,1392,1283,1192,1012,974,955,828,741,583,554,429,367,275,203,161,110,82,52,27,19,22,8,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
旭区合計,アサヒク_ゴウケイ,女,125313,699,804,793,835,872,865,989,899,947,986,996,1052,1031,985,1037,953,1023,989,1086,1151,1119,1156,1122,1252,1240,1132,1150,1135,1101,1056,1098,1086,1180,1162,1210,1138,1311,1339,1418,1389,1362,1451,1491,1572,1694,1703,1743,2012,2022,1994,2083,1983,1907,1922,1916,1486,1761,1614,1594,1509,1461,1434,1418,1349,1353,1333,1342,1437,1478,1589,1743,1928,2024,2060,2043,1341,1384,1755,1786,1764,1722,1586,1341,1336,1324,1226,1184,983,933,760,672,617,450,393,306,250,201,136,96,69,30,27,17,16,3,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0
二俣川１丁目,フタマタガワ1,男,2155,10,15,18,14,12,11,14,17,5,16,15,15,20,13,20,17,18,28,22,17,21,16,25,25,27,35,27,28,33,25,35,24,21,23,31,22,29,34,29,33,20,35,31,22,38,40,36,52,43,45,40,33,35,30,31,27,37,42,39,31,28,26,22,21,21,10,19,17,35,29,34,33,26,34,24,13,10,20,20,17,13,18,15,14,13,12,4,10,5,8,5,4,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
二俣川１丁目,フタマタガワ1,女,2309,10,8,9,10,17,14,15,17,23,16,14,10,10,17,17,13,13,15,22,17,23,24,29,27,37,37,38,31,19,26,35,30,26,25,34,18,23,23,36,25,21,27,26,39,40,33,43,37,46,33,50,42,32,39,41,27,28,30,31,31,26,24,24,21,10,23,28,30,24,30,21,31,35,23,45,22,21,38,30,25,32,21,14,17,12,14,21,20,13,13,12,8,13,3,3,5,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
二俣川２丁目,フタマタガワ2,男,2259,18,11,13,21,18,16,20,16,13,12,19,14,10,21,11,10,10,12,14,10,16,13,25,25,32,31,36,29,42,43,40,30,26,45,35,46,52,35,35,41,29,29,30,33,40,33,37,35,41,33,36,43,30,45,42,43,35,38,31,34,26,24,29,36,24,33,24,33,15,27,23,21,28,21,25,23,18,19,12,9,11,11,8,11,13,10,7,6,7,5,8,2,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
二俣川２丁目,フタマタガワ2,女,2521,24,28,14,20,16,11,24,17,13,14,15,18,16,21,19,15,10,9,12,17,21,21,30,27,53,44,47,52,37,33,39,32,40,46,31,36,37,32,40,29,40,26,29,38,36,57,34,37,37,47,35,33,39,42,34,39,44,26,31,32,30,27,34,31,25,27,21,27,28,19,33,37,28,32,32,19,20,14,27,23,16,14,13,17,21,19,16,8,10,12,11,4,8,7,5,0,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
本宿町,ホンジュクチョウ,男,3640,39,36,30,36,27,23,31,32,34,38,29,33,24,32,44,36,44,44,38,41,47,47,45,42,37,43,47,46,41,56,46,37,37,50,48,68,54,48,47,62,49,40,47,54,54,62,64,64,78,75,75,79,56,66,65,42,57,57,52,45,34,38,38,46,24,34,35,29,39,32,35,39,34,41,38,27,22,28,22,33,24,20,13,12,17,6,9,12,10,6,6,4,3,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
本宿町,ホンジュクチョウ,女,3579,28,36,25,27,35,30,29,24,28,23,29,30,29,26,33,32,25,41,31,40,44,40,44,52,47,48,42,41,47,45,46,53,52,36,42,45,47,47,57,39,51,44,35,50,53,53,76,69,71,62,59,68,73,66,53,46,65,50,50,34,33,50,30,30,27,26,35,28,36,36,40,50,52,48,37,26,15,38,33,18,32,24,27,23,27,21,10,13,13,14,8,9,9,4,3,1,3,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
南本宿町,ミナミホンジュクチョウ,男,2489,28,26,31,31,25,19,25,33,35,31,24,29,22,25,22,26,28,26,28,26,26,27,26,26,24,23,23,16,34,18,27,29,39,30,28,32,40,32,36,36,36,43,35,41,45,42,48,32,45,46,33,41,45,51,51,37,42,27,23,35,33,25,19,25,23,24,18,19,18,21,18,30,17,20,23,18,16,15,20,19,14,17,14,19,18,8,13,12,10,10,4,2,2,5,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
南本宿町,ミナミホンジュクチョウ,女,2549,30,28,25,28,30,41,28,24,24,19,33,32,31,23,22,25,30,20,23,36,23,25,24,25,24,22,22,20,23,12,18,31,37,31,29,32,35,38,30,42,28,41,48,33,40,33,28,52,32,48,41,44,42,36,38,23,28,25,38,29,33,26,17,19,20,20,16,26,19,18,21,26,33,32,26,29,20,23,23,30,35,20,17,22,19,19,18,17,18,11,10,6,15,7,5,1,2,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
