町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳,101歳,102歳,103歳,104歳,105歳,106歳,107歳,108歳,109歳,110歳,111歳,112歳,113歳,114歳,115歳,116歳,117歳,118歳,119歳,120歳以上
松見町,マツミチョウ,男,5930,32,39,39,53,44,46,54,46,57,37,46,43,43,42,47,42,40,46,38,63,66,58,78,83,95,104,108,101,106,80,90,84,96,68,76,79,78,85,75,71,85,88,101,96,110,102,108,106,94,98,96,94,98,69,82,89,85,91,77,82,72,76,72,68,72,63,77,60,83,69,95,61,65,38,49,49,48,47,42,33,28,31,27,29,18,19,20,14,15,13,11,5,9,8,5,5,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松見町,マツミチョウ,女,5822,26,26,42,41,56,43,43,48,55,42,55,51,41,52,32,49,44,40,41,47,51,80,69,75,77,84,81,81,71,79,67,68,68,66,69,80,77,84,67,74,101,83,88,81,85,110,98,82,87,71,96,88,90,76,85,68,70,86,64,74,77,62,67,57,70,68,69,82,67,71,75,84,80,49,53,52,57,55,51,47,38,28,51,49,43,39,30,25,41,27,22,28,20,20,8,9,7,10,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松見町１丁目,マツミチョウ1,男,1573,4,9,6,15,8,10,10,6,15,8,7,15,13,10,10,9,10,12,7,15,17,17,26,21,21,26,33,33,42,26,27,19,19,16,20,19,23,25,17,12,13,24,28,25,28,30,36,27,23,23,22,21,28,22,20,18,18,23,27,16,20,24,18,16,27,14,26,24,21,18,36,22,23,14,12,15,11,9,11,10,7,9,8,6,6,5,8,5,5,3,3,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松見町１丁目,マツミチョウ1,女,1479,9,5,13,5,9,13,8,9,8,10,5,12,12,13,8,12,9,9,11,12,11,18,8,16,23,17,22,28,19,20,9,17,16,18,16,17,17,19,17,10,31,18,17,14,27,21,25,26,18,12,26,21,17,22,17,16,20,22,18,19,23,21,23,18,27,18,27,30,17,19,21,25,22,8,13,9,15,17,15,17,14,12,12,12,12,13,9,10,10,7,8,10,7,9,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松見町２丁目,マツミチョウ2,男,1510,5,8,11,10,14,11,10,14,14,12,14,8,10,9,14,9,5,11,9,14,16,19,30,26,33,32,28,26,23,17,28,30,31,19,17,18,17,26,25,26,25,26,24,17,31,24,29,28,26,22,23,29,27,14,24,26,19,18,18,16,8,14,18,20,15,10,17,18,19,16,20,9,11,9,9,12,14,13,17,5,8,6,9,9,6,7,4,4,4,3,3,2,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松見町２丁目,マツミチョウ2,女,1433,8,12,12,14,19,9,14,15,10,13,16,13,7,13,7,11,11,17,11,12,15,15,28,18,16,22,16,18,17,19,20,19,16,21,22,18,19,21,22,27,22,19,19,22,19,27,25,23,24,17,23,19,15,18,17,30,14,17,10,13,11,10,15,17,10,18,12,13,14,18,23,15,11,8,12,15,14,18,18,15,6,8,15,16,10,7,8,3,13,6,3,6,5,3,4,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松見町３丁目,マツミチョウ3,男,1513,12,12,12,16,10,10,14,12,16,7,9,9,12,14,17,15,9,14,14,21,13,14,15,19,28,31,32,26,24,24,23,18,26,22,16,21,24,15,20,13,24,19,23,32,21,21,23,26,27,32,28,30,27,14,15,22,21,23,17,25,20,22,19,19,15,20,15,11,15,21,21,18,17,8,16,12,9,14,8,9,8,6,4,7,2,2,5,3,3,3,3,0,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松見町３丁目,マツミチョウ3,女,1487,1,6,7,12,13,11,10,10,15,11,24,12,11,12,7,15,12,8,12,14,13,32,19,22,26,28,29,20,23,25,22,23,21,11,14,25,22,23,15,20,24,21,28,18,17,37,24,15,28,26,23,26,26,15,17,12,17,19,17,16,21,14,16,10,15,13,12,23,15,20,14,26,25,16,10,13,18,4,8,8,9,4,9,7,11,5,5,7,8,5,5,7,5,4,1,1,3,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松見町４丁目,マツミチョウ4,男,1334,11,10,10,12,12,15,20,14,12,10,16,11,8,9,6,9,16,9,8,13,20,8,7,17,13,15,15,16,17,13,12,17,20,11,23,21,14,19,13,20,23,19,26,22,30,27,20,25,18,21,23,14,16,19,23,23,27,27,15,25,24,16,17,13,15,19,19,7,28,14,18,12,14,7,12,10,14,11,6,9,5,10,6,7,4,5,3,2,3,4,2,2,5,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 # 松見町４丁目,マツミチョウ4,女,1423,8,3,10,10,15,10,11,14,22,8,10,14,11,14,10,11,12,6,7,9,12,15,14,19,12,17,14,15,12,15,16,9,15,16,17,20,19,21,13,17,24,25,24,27,22,25,24,18,17,16,24,22,32,21,34,10,19,28,19,26,22,17,13,12,18,19,18,16,21,14,17,18,22,17,18,15,10,16,10,7,9,4,15,14,10,14,8,5,10,9,6,5,3,4,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
