町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳,101歳,102歳,103歳,104歳,105歳,106歳,107歳,108歳,109歳,110歳,111歳,112歳,113歳,114歳,115歳,116歳,117歳,118歳,119歳,120歳以上
港南区合計,コウナンク_ゴウケイ,男,104746,675,700,741,750,712,799,820,839,869,848,892,947,876,879,980,900,1005,942,968,994,1087,1078,1135,1138,1061,1055,1016,992,983,1084,1040,1082,1070,1106,1172,1174,1202,1242,1258,1279,1289,1384,1367,1528,1526,1642,1768,1892,1877,1848,1840,1828,1775,1807,1392,1694,1595,1519,1366,1321,1278,1247,1219,1136,1121,1214,1138,1174,1248,1458,1415,1601,1653,1518,934,1056,1209,1240,1225,1139,1016,902,905,855,817,701,531,462,421,361,248,201,138,111,76,58,27,15,12,10,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
港南区合計,コウナンク_ゴウケイ,女,110225,640,656,697,733,693,772,725,833,791,840,893,859,847,832,849,896,932,1001,934,1025,1010,1049,1055,1010,1076,1113,1080,1010,1049,963,988,1021,1084,1039,994,1060,1172,1258,1128,1223,1305,1304,1360,1416,1515,1565,1765,1855,1861,1924,1832,1859,1707,1697,1394,1697,1498,1417,1430,1295,1281,1323,1189,1173,1173,1294,1231,1252,1395,1489,1666,1830,1913,1879,1201,1250,1629,1579,1583,1521,1333,1045,1193,1115,1118,963,867,782,666,552,469,429,336,258,186,154,107,80,63,45,34,19,7,12,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
東永谷一丁目,ヒガシナガヤ1,男,919,4,4,4,4,5,2,9,10,4,10,6,9,6,6,13,12,16,9,15,5,12,9,12,11,8,4,8,4,8,10,7,6,11,10,9,5,9,4,6,8,12,5,3,10,9,9,19,17,17,21,16,24,16,13,16,24,14,15,16,11,12,14,20,10,7,4,4,7,10,12,10,17,9,12,9,9,6,12,12,17,13,8,13,12,16,7,10,9,2,3,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東永谷一丁目,ヒガシナガヤ1,女,995,4,4,2,6,8,7,3,6,8,6,12,9,8,9,6,13,3,5,8,11,16,5,11,5,9,8,12,6,12,9,3,7,5,10,5,6,6,9,5,10,7,7,7,9,15,15,11,20,20,15,20,22,14,20,15,13,16,8,14,9,12,13,10,6,7,10,10,11,9,11,20,18,13,12,9,13,15,21,18,21,16,13,12,19,22,11,8,10,12,5,6,7,5,6,4,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東永谷二丁目,ヒガシナガヤ2,男,575,3,6,5,5,3,7,7,5,6,7,7,4,7,4,5,5,9,4,3,6,6,3,2,4,4,5,5,2,5,4,1,5,5,5,8,8,5,6,9,13,9,3,13,6,9,12,5,13,11,8,11,10,8,9,4,8,6,8,7,11,6,11,5,7,10,6,7,3,8,10,7,4,5,11,4,10,9,5,8,3,5,5,5,7,5,7,6,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東永谷二丁目,ヒガシナガヤ2,女,613,4,4,4,4,3,7,9,6,6,7,4,9,3,4,7,4,5,9,8,5,7,4,3,6,6,4,6,4,3,4,7,4,3,3,8,7,6,12,6,3,10,12,6,4,8,9,11,12,5,14,9,6,10,4,3,11,6,10,13,9,9,5,8,7,3,5,7,9,5,5,6,9,11,9,6,8,8,7,6,10,6,7,6,8,16,4,6,4,4,2,3,1,6,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東永谷三丁目,ヒガシナガヤ3,男,1617,8,9,4,9,9,10,12,7,12,9,13,11,13,12,13,12,18,9,20,11,13,20,20,17,11,17,20,8,13,18,17,16,15,28,22,13,20,21,18,12,13,22,18,19,26,23,32,32,24,24,32,25,27,29,21,22,29,34,26,28,26,22,20,19,15,15,20,16,25,24,22,17,29,24,13,13,27,20,20,24,20,10,22,17,12,12,8,10,12,5,1,4,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東永谷三丁目,ヒガシナガヤ3,女,1716,7,12,7,10,18,10,17,8,13,14,10,12,11,7,11,16,15,8,12,12,20,10,16,13,22,23,14,14,12,12,10,20,21,19,16,15,16,18,14,17,14,16,20,12,18,16,27,20,22,30,21,38,24,35,28,27,26,26,25,22,26,26,25,19,17,19,18,31,27,15,31,24,21,35,21,29,30,25,27,25,27,24,23,23,21,19,14,10,8,8,8,7,3,3,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
日限山一丁目,ヒギリヤマ1,男,1975,14,12,19,16,8,14,19,15,20,5,17,23,20,21,19,30,24,15,29,20,22,20,17,26,16,22,19,12,18,7,11,21,22,15,22,17,16,24,13,26,18,16,27,30,27,26,36,43,36,46,39,41,37,44,41,35,44,33,31,38,37,21,25,19,22,15,15,20,16,18,13,31,22,16,17,6,15,22,20,24,21,18,19,18,23,14,11,8,8,10,4,5,3,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
日限山一丁目,ヒギリヤマ1,女,2154,13,9,17,15,17,15,21,17,19,19,22,15,19,16,19,17,30,15,20,27,30,24,24,31,31,18,14,13,18,16,23,14,22,23,13,12,23,24,18,22,24,27,16,18,48,33,40,26,47,37,45,40,30,50,38,48,29,28,34,25,24,26,24,25,15,21,19,14,16,22,18,24,29,27,10,25,26,38,33,33,22,24,18,23,18,21,17,12,13,10,11,5,11,5,4,4,2,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
日限山二丁目,ヒギリヤマ2,男,488,1,1,0,2,1,2,2,3,4,5,6,6,13,7,5,9,6,3,4,7,5,10,8,2,3,3,2,11,3,0,3,4,2,1,1,1,1,2,3,1,6,4,2,8,3,8,5,6,8,5,5,11,11,9,7,5,13,13,10,10,9,9,11,4,6,10,4,5,2,7,5,6,10,10,6,6,7,3,4,6,6,6,9,11,5,1,5,2,3,1,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
日限山二丁目,ヒギリヤマ2,女,530,1,3,0,3,1,0,3,0,3,2,4,5,6,3,3,3,3,5,5,3,6,4,7,6,5,3,3,4,2,6,1,3,5,1,3,3,3,2,2,2,0,5,7,4,7,8,6,9,16,11,8,13,13,10,5,8,12,18,8,5,6,13,10,4,6,6,4,6,8,8,7,9,5,8,11,8,10,15,12,4,10,4,4,6,7,5,2,6,5,2,2,5,1,4,1,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
日限山三丁目,ヒギリヤマ3,男,900,5,3,7,6,6,4,8,5,9,15,7,4,8,5,17,6,9,11,7,12,11,12,10,11,4,5,3,5,3,7,4,5,4,5,3,7,6,11,7,6,12,8,13,16,9,10,14,16,18,12,13,19,11,18,13,23,10,11,3,9,7,9,9,3,4,6,6,6,11,8,7,10,20,11,8,17,9,18,30,18,18,22,18,17,10,22,8,6,10,2,3,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
日限山三丁目,ヒギリヤマ3,女,939,7,4,4,5,5,6,9,10,4,8,8,8,6,5,7,11,8,8,8,7,6,10,8,8,5,3,2,1,6,6,6,4,6,6,7,6,11,13,7,5,3,6,14,15,15,11,14,15,17,15,11,19,15,17,8,16,9,10,7,11,7,8,6,5,6,7,7,11,11,14,10,30,16,29,16,23,19,26,28,27,16,20,6,15,12,8,5,7,9,4,6,2,3,1,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
日限山四丁目,ヒギリヤマ4,男,940,3,3,8,6,8,9,10,6,5,9,7,9,7,12,8,5,9,4,9,3,13,10,12,9,6,9,8,3,3,3,11,6,5,7,6,8,10,3,9,7,10,10,13,10,15,12,21,11,14,8,12,20,9,15,17,17,15,10,13,7,12,9,6,4,6,7,7,11,4,6,7,18,13,15,10,15,18,21,30,26,16,16,16,27,18,13,8,10,5,5,5,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
日限山四丁目,ヒギリヤマ4,女,1055,7,8,5,3,7,6,4,7,11,14,10,8,8,10,10,10,10,8,11,8,7,6,5,5,12,6,9,8,8,3,9,7,4,10,6,6,11,6,6,8,11,6,7,10,10,11,16,16,17,16,12,22,15,14,12,14,15,13,9,4,8,13,4,14,4,10,6,9,10,10,19,25,19,27,25,26,34,26,36,26,18,15,19,13,16,9,11,8,8,2,6,4,4,3,4,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
日野一丁目,ヒノ1,男,425,5,3,6,4,4,7,1,2,4,5,5,8,2,6,6,4,5,2,1,2,6,1,3,9,5,12,13,8,4,7,8,5,8,11,5,7,5,9,3,7,8,7,6,12,4,7,7,8,4,5,7,7,4,7,6,2,4,5,2,5,5,5,4,4,6,2,2,5,0,5,2,5,3,4,1,2,5,4,3,6,5,1,2,2,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
