町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳以上
緑区合計,ミドリク_ゴウケイ,男,89624,671,767,717,775,805,783,776,819,848,857,851,882,907,855,887,846,890,946,942,960,944,955,976,952,967,911,976,925,930,1000,1038,1068,1025,1045,1131,1138,1146,1187,1177,1237,1306,1324,1347,1327,1460,1529,1643,1672,1621,1649,1697,1566,1573,1207,1520,1323,1291,1093,1071,1064,1032,965,883,912,904,898,920,971,1051,1102,1143,1192,1096,748,783,921,905,874,853,706,665,645,635,542,448,404,372,305,230,200,161,101,73,60,48,32,17,8,10,5,9
緑区合計,ミドリク_ゴウケイ,女,91685,684,718,734,737,766,751,790,754,794,817,799,785,805,805,836,917,862,930,911,935,980,990,982,977,1065,957,910,972,911,909,932,941,994,1030,1127,1094,1106,1130,1091,1200,1155,1213,1303,1374,1374,1520,1655,1628,1588,1530,1513,1482,1436,1159,1390,1207,1138,1072,1043,1026,982,934,896,931,884,959,980,1091,1037,1230,1302,1371,1312,821,922,1126,1069,1104,1015,866,791,763,791,735,681,630,530,481,411,352,269,249,203,204,147,115,73,60,42,35,57
青砥町,アオトチョウ,男,2444,22,22,21,26,31,27,24,29,34,18,30,29,19,19,32,21,18,24,29,29,35,18,25,32,28,29,35,28,26,31,32,37,23,28,35,26,27,27,34,30,33,49,44,46,39,40,47,46,48,49,43,51,48,46,40,38,30,25,25,17,18,23,21,33,26,24,18,20,17,25,18,27,22,11,15,19,20,20,17,14,8,21,20,22,13,14,13,5,8,6,5,0,4,0,0,1,1,1,0,0,0
青砥町,アオトチョウ,女,2225,18,17,26,17,23,22,17,20,24,18,23,21,22,14,21,22,24,16,22,20,26,21,22,23,29,29,18,24,32,25,23,25,19,31,33,17,30,27,30,38,34,39,42,33,36,46,43,50,46,38,36,40,33,32,27,36,19,26,28,19,24,15,14,24,24,17,18,18,24,22,28,31,23,6,28,25,23,19,25,24,18,22,16,22,13,16,12,8,8,9,2,3,5,3,0,2,1,0,0,1,0
台村町,ダイムラチョウ,男,2266,18,34,21,16,24,25,18,19,18,28,16,19,16,22,21,15,13,19,21,18,22,27,24,36,36,30,40,39,42,38,44,49,24,32,50,30,32,35,36,35,35,44,36,38,33,39,36,31,44,51,44,51,38,29,31,31,46,32,20,27,26,25,22,20,20,23,12,17,8,17,23,21,23,13,9,19,14,12,8,7,7,11,15,11,6,6,6,6,1,5,3,0,4,3,1,2,1,0,1,0,0
台村町,ダイムラチョウ,女,2282,19,18,26,29,18,23,21,21,17,22,15,11,26,30,17,20,21,21,33,23,21,32,32,35,36,41,40,43,36,28,40,30,39,35,42,38,29,42,33,36,22,34,41,34,29,38,31,45,32,33,39,38,44,24,32,30,29,28,23,21,17,14,16,16,20,13,18,18,13,28,20,15,32,13,16,15,14,12,15,16,16,18,19,17,12,10,8,7,7,11,9,5,5,4,1,1,2,1,0,1,1
白山一丁目,ハクサン1,男,2420,13,18,13,22,18,17,19,16,19,24,17,25,20,14,28,20,33,29,31,26,19,25,35,25,28,29,22,24,17,22,23,24,20,28,32,29,26,30,29,32,24,33,37,28,37,63,44,54,45,52,55,40,60,47,53,43,40,33,29,33,33,25,28,24,39,29,26,39,39,41,33,47,23,24,21,29,18,16,18,12,7,11,9,5,7,8,3,1,2,4,1,4,0,3,0,0,0,0,0,0,0
白山一丁目,ハクサン1,女,2502,10,9,15,21,12,20,16,16,15,20,17,24,23,18,19,27,29,33,24,30,32,39,41,24,19,21,27,15,24,21,14,16,23,32,28,39,32,27,38,34,26,35,34,34,43,55,60,45,55,48,50,48,54,32,34,35,35,30,39,27,44,34,32,37,36,39,37,34,26,46,26,42,34,28,30,24,19,16,26,17,12,14,9,9,13,9,11,6,6,7,6,3,2,2,1,2,0,0,0,0,0
白山二丁目,ハクサン2,男,1286,7,14,10,10,10,18,13,13,20,11,15,13,12,9,7,17,12,11,7,10,10,9,12,11,13,8,10,18,16,14,20,22,12,17,18,17,24,21,15,27,23,19,18,17,19,28,27,22,25,28,24,17,17,13,19,26,13,17,16,16,12,16,8,13,8,11,16,9,18,11,23,17,20,10,12,15,13,14,12,8,10,5,11,10,1,11,2,1,3,2,2,2,0,0,1,1,1,0,0,0,0
白山二丁目,ハクサン2,女,1255,6,8,15,12,7,17,16,18,9,9,12,14,13,5,7,12,12,10,14,10,12,10,17,12,13,18,11,12,12,11,10,7,17,15,13,22,19,17,17,25,20,15,19,19,15,27,23,20,21,24,22,17,19,18,24,8,18,13,15,12,11,12,16,13,14,14,13,10,15,21,22,20,18,11,8,16,19,13,13,7,14,11,8,6,7,8,10,5,3,1,2,2,3,1,0,1,1,0,1,0,0
白山三丁目,ハクサン3,男,666,7,10,7,10,16,15,14,9,17,11,14,11,7,5,9,7,7,12,7,6,6,5,7,4,5,6,4,5,8,3,8,5,5,7,17,16,8,12,11,16,12,13,19,15,8,13,15,13,18,16,12,8,13,4,12,5,8,1,4,5,6,4,3,5,6,7,3,5,12,4,4,5,3,5,1,1,0,4,4,3,1,1,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
白山三丁目,ハクサン3,女,673,11,9,13,18,11,15,15,14,19,8,11,11,6,5,7,8,8,8,11,10,11,5,8,6,4,5,7,4,6,7,3,8,7,10,9,19,11,15,17,13,11,11,15,18,10,10,16,17,10,12,16,10,9,4,8,3,5,5,6,2,6,4,4,3,4,5,7,4,2,6,3,3,7,2,2,5,1,2,1,1,2,0,0,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
白山四丁目,ハクサン4,男,1200,3,8,5,8,9,16,13,9,15,12,11,16,17,13,17,20,14,15,15,21,13,12,8,7,7,6,8,4,9,2,6,6,6,5,8,11,11,13,15,18,20,14,16,26,14,22,25,16,19,24,25,18,20,22,21,12,14,18,13,11,13,7,13,7,10,14,11,11,8,10,10,19,14,9,22,17,25,15,24,20,17,20,16,15,16,11,1,7,4,4,2,3,2,0,1,0,0,0,0,0,0
白山四丁目,ハクサン4,女,1302,8,5,6,13,10,14,10,17,16,15,12,18,12,16,23,12,13,14,12,22,12,15,8,14,6,8,6,13,3,6,7,3,6,3,16,8,16,9,15,18,13,13,26,19,21,23,21,16,35,25,23,17,15,23,14,16,19,7,14,10,11,12,13,9,11,6,17,12,14,17,13,29,30,16,23,23,21,28,26,18,18,14,13,13,6,13,5,9,4,5,6,3,3,4,0,1,1,0,1,1,3
