町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳,101歳,102歳,103歳,104歳,105歳,106歳,107歳,108歳,109歳,110歳,111歳,112歳,113歳,114歳,115歳,116歳,117歳,118歳,119歳,120歳以上
青葉区合計,アオバク_ゴウケイ,男,150295,1079,1150,1220,1246,1300,1347,1375,1449,1422,1424,1429,1518,1557,1438,1478,1501,1603,1612,1728,1927,1906,1935,2016,1822,1679,1618,1554,1408,1406,1453,1418,1374,1536,1478,1643,1593,1749,1773,1792,1880,1891,2014,2121,2162,2270,2352,2534,2665,2549,2606,2659,2786,2891,2977,2373,2775,2607,2440,2337,2194,1984,1984,1808,1668,1641,1522,1420,1503,1507,1662,1599,1913,1889,1895,1132,1168,1375,1304,1339,1081,1066,871,856,750,797,689,546,472,431,330,279,199,166,122,99,80,32,33,14,10,6,7,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青葉区合計,アオバク_ゴウケイ,女,159471,1003,1056,1088,1216,1254,1306,1305,1347,1337,1359,1477,1384,1378,1431,1400,1529,1486,1544,1673,1722,1918,1921,1929,1878,1858,1793,1688,1537,1546,1467,1474,1430,1546,1581,1632,1845,1775,1792,1844,1934,2110,2175,2157,2360,2327,2549,2762,2907,2836,2958,3103,3041,3014,3014,2341,2780,2526,2357,2285,1905,1976,1905,1749,1675,1602,1637,1568,1595,1711,1707,1932,2214,2106,2001,1324,1400,1610,1455,1559,1393,1208,1051,1095,1058,992,894,810,799,709,607,583,469,446,327,298,258,168,108,83,72,59,30,17,9,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
あかね台一丁目,アカネダイ1,男,1408,13,14,11,10,9,6,10,7,11,14,11,11,20,24,15,19,23,19,14,17,17,22,18,20,19,15,16,14,14,12,14,11,10,17,9,16,12,15,11,15,12,13,11,19,20,18,23,24,17,27,24,29,24,27,24,26,35,26,22,25,11,18,17,22,16,21,12,18,17,23,19,21,22,23,14,13,9,13,6,12,4,6,5,10,6,5,5,7,5,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
あかね台一丁目,アカネダイ1,女,1429,12,5,4,9,7,9,12,12,5,15,14,10,13,18,15,15,25,12,12,19,19,17,18,14,18,13,11,20,10,19,7,10,9,13,22,22,15,12,15,10,19,18,20,25,12,19,22,24,23,21,42,31,26,27,18,34,26,27,21,18,22,15,17,23,12,26,19,13,14,22,24,22,23,16,4,12,16,13,10,11,13,6,10,8,12,5,2,4,3,5,2,0,4,2,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
あかね台二丁目,アカネダイ2,男,1145,7,7,6,7,7,5,10,10,6,12,11,12,10,23,8,17,21,19,22,25,20,19,19,22,9,16,7,14,8,11,12,9,11,7,9,9,8,7,8,14,8,8,10,14,16,16,15,23,18,24,26,23,24,29,21,26,21,18,32,14,22,19,18,13,12,13,13,9,13,15,9,10,18,14,9,6,6,3,4,3,10,6,6,5,6,3,1,3,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
あかね台二丁目,アカネダイ2,女,1182,3,9,2,6,5,5,9,11,9,8,13,11,15,15,16,13,18,14,18,27,29,16,23,14,16,18,12,14,7,13,13,7,14,3,8,14,6,7,7,13,11,6,11,19,18,14,28,26,21,27,29,27,26,27,19,24,24,24,30,13,15,15,17,13,10,12,11,16,8,10,9,16,9,9,8,11,7,6,9,10,9,3,5,8,5,2,5,3,2,4,2,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青葉台一丁目,アオバダイ1,男,1895,18,20,14,9,19,11,14,13,11,13,14,17,19,13,18,10,10,20,13,16,21,7,21,9,15,16,19,20,18,21,26,28,36,29,27,27,23,20,34,20,28,28,18,39,29,30,25,33,25,22,20,28,32,38,27,24,39,23,25,22,20,23,19,20,25,19,14,8,19,24,30,28,23,31,24,20,31,22,23,15,17,15,23,14,21,15,15,9,11,10,4,5,4,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青葉台一丁目,アオバダイ1,女,2236,15,13,15,18,16,14,17,10,13,11,17,11,14,13,9,18,14,14,21,14,22,15,24,14,17,22,26,27,23,19,23,22,20,19,15,23,26,24,26,40,27,27,35,26,36,42,33,35,30,24,44,42,48,34,24,28,29,30,25,25,27,23,28,21,23,34,28,19,26,23,30,39,43,30,25,25,30,28,29,42,30,15,29,22,32,24,16,22,10,19,11,9,13,6,6,7,6,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青葉台二丁目,アオバダイ2,男,2434,29,30,22,30,27,30,33,26,28,35,42,38,31,23,39,27,18,22,24,28,29,26,23,28,22,24,22,26,18,23,27,33,31,20,27,35,38,38,38,39,43,47,49,68,48,50,48,55,41,50,39,35,51,37,28,45,34,31,23,33,38,21,18,13,19,17,14,13,16,17,16,22,17,22,18,6,9,13,13,7,11,11,9,3,5,3,10,15,10,4,4,6,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青葉台二丁目,アオバダイ2,女,2685,14,18,25,27,41,30,39,31,32,26,31,37,33,24,33,26,29,22,29,23,32,34,28,34,46,32,31,28,26,29,34,27,27,36,26,40,38,39,29,47,46,63,54,63,47,59,51,54,54,55,38,46,42,49,42,45,33,29,28,21,15,30,17,20,21,12,16,18,17,19,26,32,23,27,13,7,13,14,13,12,11,13,18,10,12,12,15,15,13,4,12,5,5,5,4,9,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
