町名,フリガナ,性別,総数,0歳,1歳,2歳,3歳,4歳,5歳,6歳,7歳,8歳,9歳,10歳,11歳,12歳,13歳,14歳,15歳,16歳,17歳,18歳,19歳,20歳,21歳,22歳,23歳,24歳,25歳,26歳,27歳,28歳,29歳,30歳,31歳,32歳,33歳,34歳,35歳,36歳,37歳,38歳,39歳,40歳,41歳,42歳,43歳,44歳,45歳,46歳,47歳,48歳,49歳,50歳,51歳,52歳,53歳,54歳,55歳,56歳,57歳,58歳,59歳,60歳,61歳,62歳,63歳,64歳,65歳,66歳,67歳,68歳,69歳,70歳,71歳,72歳,73歳,74歳,75歳,76歳,77歳,78歳,79歳,80歳,81歳,82歳,83歳,84歳,85歳,86歳,87歳,88歳,89歳,90歳,91歳,92歳,93歳,94歳,95歳,96歳,97歳,98歳,99歳,100歳,101歳,102歳,103歳,104歳,105歳,106歳,107歳,108歳,109歳,110歳,111歳,112歳,113歳,114歳,115歳,116歳,117歳,118歳,119歳,120歳以上
瀬谷区合計,セヤク_ゴウケイ,男,60134,396,428,416,450,430,454,451,450,481,520,511,510,566,556,619,605,628,621,645,666,646,671,676,711,659,632,622,607,619,610,586,595,598,602,686,639,652,641,685,734,723,726,765,822,868,909,975,1072,1103,1149,1097,1115,1081,1012,1031,825,933,850,841,770,685,671,688,662,594,598,632,617,647,696,707,793,851,830,784,498,506,700,651,690,604,587,522,444,432,413,343,313,227,190,173,121,92,67,62,41,21,20,11,1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
瀬谷区合計,セヤク_ゴウケイ,女,62480,333,373,367,391,380,458,488,466,481,476,502,481,561,530,533,588,564,607,636,632,701,619,621,669,622,598,556,604,591,594,544,535,583,580,627,585,639,669,698,663,614,713,737,806,793,873,923,1058,1068,1077,1102,999,1032,916,1006,776,915,741,777,730,683,678,636,647,592,635,627,702,678,762,786,909,1051,1039,968,615,703,874,858,882,775,777,674,617,624,580,539,411,405,405,358,271,217,173,155,91,84,63,46,35,21,15,4,5,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
相沢一丁目,アイザワ1,男,663,6,5,7,6,2,5,9,3,6,7,7,2,2,3,2,3,5,4,5,5,5,5,6,9,10,5,14,17,10,5,8,15,11,9,12,15,6,9,10,12,13,12,8,12,12,14,12,5,8,11,10,14,8,14,11,15,8,12,7,8,11,3,5,7,6,5,9,2,7,5,5,5,11,10,5,9,6,3,4,7,3,4,4,5,4,2,2,5,1,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
相沢一丁目,アイザワ1,女,659,5,9,15,4,9,5,8,6,9,3,5,1,5,5,1,3,3,3,9,5,5,5,4,4,11,5,14,10,15,12,8,18,12,7,10,7,6,6,13,4,6,10,11,11,9,11,12,9,7,12,12,9,7,13,7,5,7,4,4,9,7,12,9,4,5,6,4,6,4,6,4,7,8,19,12,3,7,5,4,8,7,4,2,2,9,3,4,1,5,3,3,2,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
相沢二丁目,アイザワ2,男,678,3,6,4,8,7,8,5,3,6,6,5,5,6,4,5,5,7,5,11,10,6,7,5,12,7,14,5,7,9,8,8,7,6,9,6,12,12,4,11,11,6,7,10,10,5,10,13,15,12,11,6,8,10,15,16,8,11,10,7,7,4,11,5,9,12,4,6,6,7,3,5,6,6,8,11,7,8,5,11,5,2,5,9,7,2,2,4,7,3,3,3,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
相沢二丁目,アイザワ2,女,714,0,8,6,7,6,8,6,7,2,6,11,4,8,3,5,6,8,7,6,10,6,6,6,7,5,8,6,10,5,6,9,8,2,7,6,5,12,8,8,9,7,9,9,8,9,8,10,9,12,10,14,10,12,14,13,6,12,13,7,6,5,9,9,10,5,9,6,5,8,9,7,6,12,7,9,1,9,10,13,10,6,14,14,9,7,6,7,5,4,11,2,4,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
相沢三丁目,アイザワ3,男,651,6,9,5,5,6,5,6,4,14,6,4,3,7,4,6,2,5,2,4,3,6,8,9,11,12,9,10,11,5,11,11,14,7,9,13,6,15,9,8,8,12,11,6,12,4,4,10,14,12,10,9,10,13,9,12,8,9,12,16,5,9,7,5,6,3,8,3,4,10,3,10,6,8,4,6,2,2,8,5,7,1,5,1,5,3,4,8,1,5,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
相沢三丁目,アイザワ3,女,642,11,2,1,12,7,7,8,3,9,6,6,8,3,3,4,4,2,3,3,7,6,4,9,6,10,8,7,13,8,4,10,3,15,12,10,10,5,8,15,7,5,11,6,1,7,7,5,12,8,8,7,8,10,8,15,8,11,9,8,7,9,3,8,5,9,6,8,5,2,6,4,6,7,5,14,3,8,4,7,11,7,9,8,5,6,6,7,3,4,5,3,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
相沢四丁目,アイザワ4,男,655,8,2,4,3,4,12,5,8,10,5,7,5,5,6,5,8,8,4,2,9,4,9,7,10,7,10,6,15,14,15,12,6,8,5,8,7,4,8,6,15,19,3,5,10,12,8,4,11,10,7,13,4,13,7,10,12,10,12,12,6,8,7,7,8,5,6,8,5,1,5,10,3,9,7,8,2,3,4,8,4,4,6,4,6,6,7,5,1,2,0,2,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
相沢四丁目,アイザワ4,女,672,7,9,1,9,3,5,7,4,5,7,5,4,5,7,4,2,3,7,6,7,9,6,4,5,6,8,6,13,9,13,12,9,5,5,7,10,7,10,15,10,8,9,5,4,9,7,2,4,7,10,14,14,9,8,12,8,12,7,10,5,7,6,6,3,8,5,6,4,9,6,8,3,6,12,11,3,5,8,6,9,11,8,3,9,13,10,7,7,5,8,6,2,4,1,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
